"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"celkove_hodnotenie";"maturity";"testovanie9";"matematika";"vyucovaci_jazyk";"cudzie_jazyky";"mimoriadne_vysledky";"nezamestnanost_absolventov";"vysledky_inspekcie";"ucasti_na_sutaziach";"prijimanie_na_VS";"pedagogicky_zbor";"financne_zdroje"
"1751";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Povina 323";"Povina";"02333";"6,61118774414062";;"8,04518890380859";"8,93266448974609";"7,15771331787109";;"0";;"6,84416885375977";;;"8,73875122070313";"5,17001113891602"
"1752";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rado¾a 326";"Rado¾a";"02336";"6,06906356811523";;"7,22477722167969";"7,37120132446289";"7,07835311889648";;"0";;;;;"4,58311500549316";"7,07970199584961"
"1753";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rudina 443";"Rudina";"02331";"4,86767311096191";;"5,56209487915039";"5,97213172912598";"5,15205764770508";;"0";;"8,18158950805664";;;"4,55027542114258";"5,64837799072266"
"1754";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rudinská 115";"Rudinská";"02331";"5,14491729736328";;"6,19906234741211";"5,65546417236328";"6,74266052246094";;"0";;"7,57895278930664";;;"7,25046768188477";"5,08571281433106"
"1755";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Snenica 218";"Snenica";"02332";"5,58364715576172";;"6,60127334594727";"6,67831115722656";"6,52423553466797";;"0";;"6,57351455688477";;;;
"1756";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bobrovec 490";"Bobrovec";"03221";"5,56213073730469";;"6,59563446044922";"7,77877578735352";"5,4124927520752";;"1,03856267929077";;"8,7036735534668";;;"3,62150230407715";"6,33107299804688"
"1757";"ilinskı";"Liptovskı Mikuláš";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dúbrava 464";"Dúbrava";"03212";;;;;;;"0";;;;;"6,66682662963867";"5,18094177246094"
"1759";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hybe 140";"Hybe";"03231";;;;;;;"0";;"9,21864318847656";;;"4,76241645812988";"7,12836608886719"
"1760";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"ZŠ pre iakov s naruš.";"Jamník 42";"Jamník";"03301";;;;;;;;;;;;;
"1762";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kvaèany 227";"Kvaèany";"03223";"5,1567253112793";;"6,22930679321289";"5,83301277160645";"6,62560043334961";;"0";;"9,39695510864258";;;"4,82751121520996";"6,44031143188477"
"1763";"ilinskı";"Liptovskı Mikuláš";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Liptovská Kokava 391";"Liptovská Kokava";"03244";;;;;;;"0";;;;;"9,73611145019531";"4,74744110107422"
"1764";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Celiny 536";"Liptovskı Hrádok";"03315";"6,35772705078125";"6,79672546386719";;"6,87016448974609";"7,06559524536133";"6,48554000854492";"2,0704137802124";"6,86399078369141";"6,88958892822266";;"6,0620548248291";"2,40306015014648";"4,88393707275391"
"1765";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Hradná 23";"Liptovskı Hrádok";"03301";"6,08718872070312";"6,4236213684082";;"3,51432456970215";"7,71822052001953";"6,40821685791016";"4,66287536621094";"6,13433876037598";;;"6,80638122558594";"3,65802040100098";"7,25070648193359"
"1766";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Hradná 336";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;
"1767";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Hradná 336";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;
"1768";"ilinskı";"Liptovskı Mikuláš";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Hradná 340";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;
"1769";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hradná 342";"Liptovskı Hrádok";"03301";"6,85111236572266";;"7,25070495605469";"7,59349670410156";"6,90791244506836";;"4,76116523742676";;;;;"3,45826950073242";"6,70274658203125"
"1770";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ lesnícka";"Slovenskı";"Stredná odborná škola";"SOŠ lesnícka J.D.M.";"Hradná 534";"Liptovskı Hrádok";"03301";"6,08620567321777";"5,13698959350586";;"0";"6,47879028320312";"3,66036720275879";"7,66890335083008";"6,52903900146484";;;"7,03311767578125";"2,87904739379883";"4,8689338684082"
"1771";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"J. D. Matejovie 539";"Liptovskı Hrádok";"03301";"5,13413467407227";;"5,89165077209473";"5,62126312255859";"6,16203842163086";;"0";;"7,84240264892578";;;"4,04197578430176";"6,83866882324219"
"1772";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Partizánska 185";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;
"1773";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Pod lipami 77";"Liptovskı Hrádok";"03301";"3,8135009765625";"4,94777221679688";;"0";"5,74020385742188";"3,7591251373291";"3,84410705566406";"2,89996299743652";;;"5,53185157775879";"5,2878475189209";"4,05980567932129"
"1774";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Kúpe¾ná 97";"Liptovskı Ján";"03203";;;;;;;;;;;;;
"1775";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Starojánska 11";"Liptovskı Ján";"03203";"5,2299243927002";;"6,35620956420898";"6,78220825195312";"5,93021125793457";;"0";;"7,66688385009766";;;"5,21653327941894";"5,43577156066894"
"1776";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Ès. brigády 1804";"Liptovskı Mikuláš";"03101";"5,61762313842773";"5,77895812988281";;"1,19904079437256";"7,0001335144043";"4,47852554321289";"0,309514951705933";"6,55017700195313";;;"5,13552742004395";"3,82685012817383";"5,17258262634277"
"1777";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Demänovská cesta 5";"Liptovskı Mikuláš";"03101";;;;;;;"0";;;;;;
"1778";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Demänovská cesta 669";"Liptovskı Mikuláš";"03101";"5,59744720458984";"4,61478118896484";;"0";"4,72785224914551";"4,48394203186035";"2,96940612792969";"6,90918807983398";"5,48959007263184";;"4,6753604888916";"4,96507148742676";"4,17771797180176"
"1779";"ilinskı";"Liptovskı Mikuláš";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Evanjelická SŠ";"Hurbanova 6";"Liptovskı Mikuláš";"03101";"4,03672523498535";;"3,94669952392578";"3,25310325622559";"4,64029579162598";;"0";;;;;"3,89242401123047";
"1780";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Rumana 6";"Liptovskı Mikuláš";"03101";;;;;;;;;;;;;
"1781";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Rumana 6";"Liptovskı Mikuláš";"03101";;;;;;;;;;;;;
"1782";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Janka Alexyho 1942";"Liptovskı Mikuláš";"03101";;;;;;;"0";"10";;;;;
"1783";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište inter.";"Janka Alexyho 1942";"Liptovskı Mikuláš";"03101";;;;;;;"4,07736167907715";"2,77415103912354";;;;"9,61125259399414";"0,0967470824718475"
"1784";"ilinskı";"Liptovskı Mikuláš";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Apoštola Pavla";"Jura Janošku 11";"Liptovskı Mikuláš";"03101";"6,10313034057617";;"7,3431266784668";"7,53196411132812";"7,15706634521484";;"0";;"8,50818099975586";;;"4,39326629638672";"5,59461936950684"
"1785";"ilinskı";"Liptovskı Mikuláš";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Evanjelická spojená škola - Evanjelické gymnázium Juraja Tranovského";"Komenského 10";"Liptovskı Mikuláš";"03101";"6,73152618408203";"7,1974479675293";;"1,95622997283936";"7,03216247558594";"7,92676086425781";"3,64809112548828";"7,46337356567383";;;"3,52004203796387";"3,5404712677002";"2,67620124816895"
"1786";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M. M. Hodu";"M. M. Hodu 9";"Liptovskı Mikuláš";"03136";"6,52855911254883";"7,28161926269531";;"4,45046424865723";"8,33045349121094";"7,11307144165039";"2,79158191680908";"6,96340179443359";"4,1035701751709";;"6,8509391784668";"2,8999397277832";"7,37359924316406"
"1787";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábr. 4. apríla 23";"Liptovskı Mikuláš";"03101";"6,48612518310547";;"7,7268798828125";"7,95569381713867";"7,49806594848633";;"0,347633409500122";;"7,77321548461914";;;"1,75215625762939";"7,78339538574219"
"1789";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábr. Dr. A. Stodolu 1863";"Liptovskı Mikuláš";"03101";"2,03586006164551";;"2,08818283081055";"2,9737455368042";"1,20262012481689";;"0";;"7,24045333862305";;;"4,40071601867676";"6,8746826171875"
"1790";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Nábreie K.Petrovièa 1571";"Liptovskı Mikuláš";"03147";"5,44998245239258";"6,11483993530273";;"2,7411169052124";"7,05665588378906";"5,30330505371094";"1,22735242843628";"5,76262283325195";"7,66923217773437";;"7,08541259765625";"3,71779518127441";"5,57486763000488"
"1791";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Okolièianska 404";"Liptovskı Mikuláš";"03104";"5,32057914733887";;"6,41849212646484";"6,11999015808105";"6,71290435791016";;"0";;"8,6464958190918";;;"2,94309730529785";"7,18870315551758"
"1793";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Palúèanská 25";"Liptovskı Mikuláš";"03123";;;;;;;;;;;;;
"1794";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ stavebná";"Slovenskı";"Stredná odborná škola";"SOŠ stavebná";"Školská 8";"Liptovskı Mikuláš";"03145";"4,02619514465332";"3,76360969543457";;"2,69112758636475";"4,22783699035645";"3,29309692382812";"0";"5,04150276184082";"7,12835998535156";;"6,09548606872559";"3,68145332336426";"4,98653335571289"
"1795";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. ès. brigády 4";"Liptovskı Mikuláš";"03101";"6,84401168823242";;"7,97717132568359";"8,26634902954101";"7,68799285888672";;"1,16909122467041";;"8,29611511230469";;;"3,01862869262695";"7,75432052612305"
"1796";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Ul. M. M. Hodu 5";"Liptovskı Mikuláš";"03101";;;;;;;;;;;;;
"1798";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"Vrbická 632";"Liptovskı Mikuláš";"03101";"5,08963317871094";"4,6616756439209";;"0";"5,5703483581543";"3,68974113464355";"0";"6,44992599487305";;;"4,23789291381836";"3,9107852935791";"5,04586410522461"
"1799";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"iarska 13";"Liptovskı Mikuláš";"03104";"6,73265686035156";;"8,28082275390625";"8,39290313720703";"8,16874313354492";;"0";;"8,5486083984375";;;"3,16670341491699";"7,74652481079102"
"1800";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"¼ube¾a 161";"¼ube¾a";"03214";"5,65328521728516";;"6,46067123413086";"6,87155075073242";"6,05411682128906";;"0";;"9,20829086303711";;;"5,21085205078125";"5,35926666259766"
"1801";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Partizánska ¼upèa 423";"Partizánska ¼upèa";"03215";"6,43639984130859";;"8,00807189941406";"8,78451614379883";"7,2316276550293";;"0";;"7,74893798828125";;;"8,67739639282227";"4,84138717651367"
"1802";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri ZZ";"eleznô 5";"Partizánska ¼upèa";"03215";;;;;;;;;;;;;
"1804";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pribylina 2";"Pribylina";"03242";"2,90752792358398";;"3,22741622924805";"3,03392524719238";"3,42090682983398";;"0";;"8,40656814575195";;;"6,90034484863281";"4,10829887390137"
"1805";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Svätı Krí 184";"Svätı Krí";"03211";"4,89723091125488";;"5,45476531982422";"5,42991752624512";"5,47961311340332";;"0";;"7,91921997070312";;;"4,62097206115723";"5,18490295410156"
"1807";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Školská è. 339";"Vaec";"03261";"4,39787216186523";;"5,86949844360352";"5,06666030883789";"6,67233657836914";;"0";;"8,07119293212891";;;"3,96597442626953";"5,89378814697266"
"1809";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 790";"Vıchodná";"03232";"5,17461051940918";;"6,8001708984375";"6,21123809814453";"7,38910293579102";;"0";;"7,86131057739258";;;"7,09172515869141";"5,01483879089355"
"1810";"ilinskı";"Liptovskı Mikuláš";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 189";"Závaná Poruba";"03202";;;;;;;"0";;"8,60691986083984";;;"7,14434814453125";
"1811";"ilinskı";"Martin";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Belá - Dulice 84";"Belá - Dulice";"03811";"5,2523567199707";;"6,14474334716797";"7,31940078735352";"4,97008628845215";;"0";;"6,68942642211914";;;"7,68160400390625";"6,13151054382324"
"1812";"ilinskı";"Martin";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Benice 96";"Benice";"03842";"5,58146781921387";;"6,65486526489258";"6,88918533325195";"6,4205451965332";;"0";;"8,46550674438476";;;"4,17382049560547";"6,39841461181641"
"1813";"ilinskı";"Martin";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Blatnica 310";"Blatnica";"03815";;;;;;;"0";;;;;"8,81369934082031";
"1814";"ilinskı";"Martin";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bystrièka è.297";"Bystrièka";"03804";;;;;;;"0";;"7,83287353515625";;;;
"1815";"ilinskı";"Martin";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Drakovce 59";"Drakovce";"03802";;;;;;;"0";;;;;"8,44040451049805";
