"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"582";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Námestie 1. mája è. 3";"Chtelnica";"92205";;;;;;;;;;;"55,2776";"47,8323";;;"72,5564";"28,7218";"15,9398";;;;;;;;;;;;;"22,9957";;;;
"583";"Trnavskı";"Piešany";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 3";"Krakovany";"92202";;;;;;;;;;;;;;;"75,5639";"92,3308";"33,985";;;;;;;;;;;;;"38,9342";;;;
"584";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Na vıhone 188";"Moravany nad Váhom";"92221";;;;;;;;;;;"28,8507";"50,2488";;;;;;;;;;;;;;;;;;"47,0955";;;;
"585";"Trnavskı";"Piešany";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ostrov 128";"Ostrov";"92201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"75,4201";;;;
"586";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Brezová 19";"Piešany";"92101";;;;;;;;;;;"96,5598";"82,3028";;;"26,5414";"71,9549";"2,4812";;;;;;;;;;;;;"2,78445";;;;
"587";"Trnavskı";"Piešany";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Brezová 2";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"588";"Trnavskı";"Piešany";"Samosprávny kraj";"SOŠ záhradnícka";"Slovenskı";"Stredná odborná škola";"SOŠ záhradnícka";"Brezová 2";"Piešany";"92177";"69,802";;;;"37,2263";;;;;;;;;;"22,5641";"13,3333";"0";;;;;;;;;;;;;"91,7431";;;;
"590";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"E. F. Scherrera 40";"Piešany";"92101";;;;;;;;;;;"60,1251";"46,0554";;;"21,8045";"71,7293";"54,4361";;;;;;;;;;;;;"30,6289";;;;
"591";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Holubyho 15";"Piešany";"92101";;;;;;;;;;;"46,3643";"19,4741";;;"28,0451";"43,2331";"5,71429";;;;;;;;;;;;;"42,0547";;;;
"592";"Trnavskı";"Piešany";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Mojmírova 28";"Piešany";"92101";"18,5644";;;;"18,7348";;;;;;;;;;"76,9231";"25,1282";"85,4962";;;;;;;;;;;;;"61,0092";;;;
"593";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mojmírova 98";"Piešany";"92101";;;;;;;;;;;"91,0868";"90,0498";;;"8,27068";"8,49624";"3,98496";;;;;;;;;;;;;"31,061";;;;
"594";"Trnavskı";"Piešany";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ elektrotechnická";"Nám. SNP 8";"Piešany";"92169";"55,4455";"58";;;"90,0243";"76,6467";;;;;;;;;"13,3333";"4,10256";;;;;;;;;;;;;;"59,8624";;;;
"595";"Trnavskı";"Piešany";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P.Coubertina";"Nám. SNP 9";"Piešany";"92126";"69,2683";"61,194";;;;"75";;;;;;;;;;;;;;;;;;;;;;;;"47,7477";;;;
"596";"Trnavskı";"Piešany";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Nová 9";"Piešany";"92101";"25,2475";;;;"74,6959";;;"1,58103";;;;;;;;;;;;;;;;;;;;;;"87,3853";;;;
"597";"Trnavskı";"Piešany";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium sv.Michala A.";"Pod Párovcami 127";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"598";"Trnavskı";"Piešany";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia ¼udovíta Wintera";"Stromová 34";"Piešany";"92101";"93,8119";;;;"92,4574";"22,7545";;"64,4269";;;;;;;"30,7692";"55,8974";"32,8244";;;;;;;;;;;;;"8,25688";;;;
"599";"Trnavskı";"Piešany";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ sv.M.Goretti";"Štefánikova 119";"Piešany";"92101";;;;;;;;;;;"53,2447";"52,2388";;;"40,9023";"21,7293";"9,47368";;;;;;;;;;;;;"58,6174";;;;
"600";"Trnavskı";"Piešany";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Teplická 50";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"31,044";;;;
"601";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vajanského 35";"Piešany";"92101";;;;;;;;;;;"89,7576";"84,1507";;;"42,5564";"51,4286";"18,1203";;;;;;;;;;;;;"8,64138";;;;
"602";"Trnavskı";"Piešany";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Prakt.škola Spoj. školy";"Valova 40";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"8,59375";;;;
"603";"Trnavskı";"Piešany";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Valova 40";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"85,5385";;;;
"604";"Trnavskı";"Piešany";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Valova 40";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"56,9231";;;;
"605";"Trnavskı";"Piešany";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pri zdravotn. zariad";"Winterova 19";"Piešany";"92101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"60,6154";;;;
"606";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rakovice 15";"Rakovice";"92208";;;;;;;;;;;"64,3471";"91,258";;;"64,1353";"79,3985";"8,94737";;;;;;;;;;;;;"50,8881";;;;
"607";"Trnavskı";"Piešany";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Rakovice 25";"Rakovice";"92208";"62,1287";;;;"48,6618";;;;;;;;;;;;;;;;;;;;;;;;;"65,367";;;;
"610";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 19";"Sokolovce";"92231";;;;;;;;;;;"18,7647";"7,03625";;;;;;;;;;;;;;;;;;"91,9827";;;;
"611";"Trnavskı";"Piešany";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná ulica 87";"Trebatice";"92210";;;;;;;;;;;;;;;"53,3835";"83,3083";"19,9248";;;;;;;;;;;;;"73,9798";;;;
"612";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 5";"Ve¾ké Kosto¾any";"92207";;;;;;;;;;;"68,5692";"63,3973";;;"14,1353";"78,4211";"4,43609";;;;;;;;;;;;;"7,10514";;;;
"613";"Trnavskı";"Piešany";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 44";"Ve¾ké Orvište";"92201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"74,94";;;;
"614";"Trnavskı";"Piešany";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Veselé 92";"Veselé";"92208";;;;;;;;;;;;;;;"51,203";"87,8947";"41,7293";;;;;;;;;;;;;"52,6644";;;;
"615";"Trnavskı";"Piešany";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J.B.Magina";"Beòovského 100";"Vrbové";"92203";"20,4878";"44,7761";;;;"2";"19,3548";;;;;;;;"17,4603";"23,0159";"49,2063";;;;;;;;;;;;;"50,4505";;;;
"616";"Trnavskı";"Piešany";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Beòovského 45";"Vrbové";"92203";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"23,6264";;;;
"617";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 2";"Vrbové";"92203";;;;;;;;;;;"83,5027";"66,0981";;;"66,4662";"66,5414";"88,7218";;;;;;;;;;;;;"32,6932";;;;
"4226";"Bratislavskı";"Bratislava III";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ";"Èeská 10";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10,3217";;;;
"4227";"Bratislavskı";"Bratislava V";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkr. ZŠ FELIX";"Haanova 28";"Bratislava - Petralka";"85104";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"65,3385";;;;
"619";"Trnavskı";"Piešany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 4";"Vrbové";"92203";;;;;;;;;;;"58,8741";"28,6425";;;;;;;;;;;;;;;;;;"36,2458";;;;
"621";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Záhorácka 919";"Borskı Mikuláš";"90877";;;;;;;;;;;"65,6763";"86,8515";;;;;;;;;;;;;;;;;;"31,8291";;;;
"622";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hviezdoslavova 215";"Borskı Svätı Jur";"90879";;;;;;;;;;;"27,1306";"25,231";;;"27,3684";"17,5188";"70,1504";;;;;;;;;;;;;"24,4359";;;;
"623";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Cerová 277";"Cerová";"90633";;;;;;;;;;;"39,2494";"31,1301";;;"33,7594";"10,4511";"71,4286";;;;;;;;;;;;;"43,687";;;;
"624";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 285";"Èáry";"90843";;;;;;;;;;;"97,2635";"70,2914";;;"90,9774";"66,0902";"63,4586";;;;;;;;;;;;;"63,2741";;;;
"625";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èastkov 130";"Èastkov";"90604";;;;;;;;;;;;;;;"84,6617";"92,782";"33,7594";;;;;;;;;;;;;"92,6068";;;;
"626";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Dojè 137";"Dojè";"90602";;;;;;;;;;;"53,2447";"42,9993";;;"35,188";"12,9323";"60,5263";;;;;;;;;;;;;"35,5737";;;;
"627";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Športová 259";"Hlboké";"90631";;;;;;;;;;;;;;;"80,5263";"61,1278";"55,8647";;;;;;;;;;;;;"81,181";;;;
"628";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hradište pod Vrátnom 44";"Hradište pod Vrátnom";"90612";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"88,4782";;;;
"629";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Jablonica";"90632";;;;;;;;;;;"5,94214";"9,59488";;;"15,188";"70,0752";"4,51128";;;;;;;;;;;;;"32,5492";;;;
"630";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Koválov 216";"Koválov";"90603";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"93,3269";;;;
"631";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová 203";"Kuklov";"90878";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"69,9952";;;;
"632";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 694";"Kúty";"90801";;;;;;;;;;;"22,283";"51,7413";;;"20,9774";"84,812";"3,00752";;;;;;;;;;;;;"14,2583";;;;
"633";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lakšárska Nová Ves 397";"Lakšárska Nová Ves";"90876";;;;;;;;;;;"42,846";"35,1102";;;;;;;;;;;;;;;;;;"70,9073";;;;
"634";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vıhony 11";"Osuské";"90612";;;;;;;;;;;;;;;"75,6391";"100";"11,2782";;;;;;;;;;;;;"66,9227";;;;
"635";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Plaveckı Peter 89";"Plaveckı Peter";"90635";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97,5516";;;;
"636";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Prietr 138";"Prietr";"90611";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"637";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Prievaly 187";"Prievaly";"90634";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"61,4498";;;;
"638";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sekule 119";"Sekule";"90880";;;;;;;;;;;"13,8389";"26,7946";;;"52,4812";"7,21805";"83,9098";;;;;;;;;;;;;"13,7302";;;;
"639";"Trnavskı";"Senica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Sekule 119";"Sekule";"90880";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"43,1319";;;;
"640";"Trnavskı";"Senica";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Prakt. škola Spoj.školy";"Brezová 1";"Senica";"90501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,3125";;;;
"641";"Trnavskı";"Senica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Brezová 1";"Senica";"90501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"88,9231";;;;
"642";"Trnavskı";"Senica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Brezová 1";"Senica";"90501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"51,0769";;;;
"643";"Trnavskı";"Senica";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Dlhá 10";"Senica";"90580";"98,0198";;;;"74,6959";"10,7784";;;;;;;;;;;;;;;;;;;;;;;;"21,1009";;;;
"644";"Trnavskı";"Senica";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium L.Novomeského";"Dlhá 12";"Senica";"90540";"79,5122";"73,6318";;;;"73";;;;;;;;;"7,14286";"31,746";"60,3175";;;;;;;;;;;;;"47,2973";;;;
"645";"Trnavskı";"Senica";"Súkromník";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ podnikania";"Hollého 1380";"Senica";"90501";"60,396";;;;"28,4672";"52,6946";;"75,0988";;;;;;;"36,9231";"82,5641";"95,4198";;;;;;;;;;;;;"6,19266";;;;
"647";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 959";"Senica";"90501";;;;;;;;;;;"74,4332";"99,2182";;;"32,3308";"47,9699";"29,5489";;;;;;;;;;;;;"1,96832";;;;
"648";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sadová 620";"Senica";"90501";;;;;;;;;;;"20,4066";"26,7946";;;"3,00752";"28,5714";"35,0376";;;;;;;;;;;;;"16,4186";;;;
"649";"Trnavskı";"Senica";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"V. P. Tótha 31";"Senica";"90501";"15,3465";;;;"4,86618";;;"35,5731";;;;;;;"10,2564";"26,1538";"6,87023";;;;;;;;;;;;;"68,3486";;;;
"650";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"V. P. Tótha 32";"Senica";"90501";;;;;;;;;;;"78,577";"90,0498";;;"12,5564";"79,3985";"3,45865";;;;;;;;;;;;;"2,30437";;;;
"651";"Trnavskı";"Senica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Vajanského 4";"Senica";"90501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21,7033";;;;
"652";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Smolinské 407";"Smolinské";"90842";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"83,2933";;;;
"653";"Trnavskı";"Senica";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pri zdravot.zariad.";"Smrdáky 1";"Smrdáky";"90603";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,92308";;;;
"654";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 33";"Smrdáky";"90603";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"42,0547";;;;
"655";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sobotište 317";"Sobotište";"90605";;;;;;;;;;;"97,7326";"91,4712";;;;;;;;;;;;;;;;;;"55,7369";;;;
"656";"Trnavskı";"Senica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Šajdíkove Humence 102";"Šajdíkove Humence";"90607";;;;;;;;;;;;;;;"30,6015";"21,5038";"38,4211";;;;;;;;;;;;;"58,1853";;;;
"658";"Trnavskı";"Senica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Jána Hollého 654";"Šaštín-Stráe";"90841";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"41,2088";;;;
"660";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štúrova 1115";"Šaštín-Stráe";"90841";;;;;;;;;;;"59,4996";"36,3895";;;"80";"32,6316";"32,9323";;;;;;;;;;;;;"16,8987";;;;
"661";"Trnavskı";"Senica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Štúrova 573";"Šaštín-Stráe";"90841";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46,7692";;;;
"662";"Trnavskı";"Senica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štefanov 329";"Štefanov";"90645";;;;;;;;;;;"19,312";"37,0291";;;"5,86466";"4,73684";"17,0677";;;;;;;;;;;;;"55,977";;;;
"663";"Trnavskı";"Skalica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 281";"Brodské";"90885";;;;;;;;;;;"21,423";"50,2488";;;"37,4436";"11,3534";"41,6541";;;;;;;;;;;;;"12,0019";;;;
"665";"Trnavskı";"Skalica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Èsl. armády 1207";"Gbely";"90845";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"27,1978";;;;
"666";"Trnavskı";"Skalica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Èsl. armády 1207";"Gbely";"90845";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46,7692";;;;
"667";"Trnavskı";"Skalica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pionierska 697";"Gbely";"90845";;;;;;;;;;;"61,0633";"76,2616";;;"44,812";"83,9098";"20,9774";;;;;;;;;;;;;"8,78541";;;;
"668";"Trnavskı";"Skalica";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Uèòovská 6";"Gbely";"90845";"24,505";;;;"46,2287";;;"11,0672";;;;;;;"3,07692";"2,5641";"3,05344";;;;;;;;;;;;;"29,3578";;;;
"669";"Trnavskı";"Skalica";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Bernolákova 10";"Holíè";"90851";"26,7327";;;;"28,4672";;;"41,502";;;;;;;"5,64103";"5,1282";"1,52672";;;;;;;;;;;;;"48,6239";;;;
"670";"Trnavskı";"Skalica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Bernolákova 3";"Holíè";"90851";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17,033";;;;
"671";"Trnavskı";"Skalica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bernolákova 5";"Holíè";"90851";;;;;;;;;;;"55,5903";"36,1763";;;"41,4286";"27,4436";"59,3233";;;;;;;;;;;;;"16,2746";;;;
"672";"Trnavskı";"Skalica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Kátovská 37";"Holíè";"90851";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"19,6923";;;;
"673";"Trnavskı";"Skalica";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Nám. sv. Martina 5";"Holíè";"90851";"45,7921";;;;"23,3577";"80,8383";;"16,2055";;;;;;;;;;;;;;;;;;;;;;"39,6789";;;;
"674";"Trnavskı";"Skalica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 2";"Holíè";"90851";;;;;;;;;;;"72,0876";"61,5494";;;;;;;;;;;;;;;;;;"14,4023";;;;
"675";"Trnavskı";"Skalica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sasinkova 530";"Kopèany";"90848";;;;;;;;;;;"35,3401";"21,0377";;;"23,3083";"6,2406";"48,7218";;;;;;;;;;;;;"47,2876";;;;
"677";"Trnavskı";"Skalica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Petrova Ves 90";"Petrova Ves";"90844";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"82,6212";;;;
"678";"Trnavskı";"Skalica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Popudinské Moèid¾any 1";"Popudinské Moèid¾any";"90861";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"42,0547";;;;
"679";"Trnavskı";"Skalica";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Prietrka 92";"Prietrka";"90849";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"82,6212";;;;
"681";"Trnavskı";"Skalica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Radošovce 338";"Radošovce";"90863";;;;;;;;;;;"64,1908";"24,236";;;"29,6992";"11,9549";"59,3985";;;;;;;;;;;;;"32,0691";;;;
"682";"Trnavskı";"Skalica";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola";"Gorkého 4";"Skalica";"90901";;;;;;;;;;;"96,0907";"99,4314";;;;;;;;;;;;;;;;;;"64,5223";;;;
"683";"Trnavskı";"Skalica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Jatoèná 4";"Skalica";"90901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46,7692";;;;
"684";"Trnavskı";"Skalica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Jatoèná 4";"Skalica";"90901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"54,4615";;;;
"685";"Trnavskı";"Skalica";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pri ZZ ako súèas SŠ";"Koreszkova 9";"Skalica";"90901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"77,5385";;;;
"686";"Trnavskı";"Skalica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Krá¾ovská 16";"Skalica";"90901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14,8352";;;;
"687";"Trnavskı";"Skalica";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravot. škola";"Lichardova 1";"Skalica";"90901";"20,297";;;;"21,6545";;;"16,2055";;;;;;;"42,0513";"52,8205";"67,9389";;;;;;;;;;;;;"86,4679";;;;
"688";"Trnavskı";"Skalica";"Obec";"ZŠ-roè.II. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Mallého 2";"Skalica";"90901";;;;;;;;;;;"16,3409";"16,3468";;;"12,782";"42,0301";"16,2406";;;;;;;;;;;;;"76,0922";;;;
"689";"Trnavskı";"Skalica";"Súkromník";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ VIA HUMANA";"Mallého 2";"Skalica";"90901";"71,5347";"42";;;"81,9951";"11,976";;"50,1976";;;;;;;;;;;;;;;;;;;;;;"56,8807";;;;
"690";"Trnavskı";"Skalica";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium F.V.Sasinka";"Námestie slobody 3";"Skalica";"90901";"50,2439";"19,9005";;;;"41,5";;;;;;;;;;;;;;;;;;;;;;;;"27,4775";;;;
