"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"2590";"Banskobystrickı";"arnovica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Malá Lehota 455";"Malá Lehota";"96642";;;;;;;;;;;"19,5465";"91,258";;;;;;;;;;;;;;;;;;"89,3903";;;;
"2591";"Banskobystrickı";"arnovica";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium F.Š.";"Bernolákova 9";"Nová Baòa";"96801";"66,3415";"34,3284";;;;"33";;;;;;;;;"64,2857";"56,3492";"37,3016";;;;;;;;;;;;;"56,7568";;;;
"2592";"Banskobystrickı";"arnovica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Kollárova 5";"Nová Baòa";"96801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"75,8242";;;;
"2593";"Banskobystrickı";"arnovica";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Osvety 17";"Nová Baòa";"96801";"47,2772";;;;"32,1168";;;"85,7708";;;;;;;;;;;;;;;;;;;;;;"71,1009";;;;
"2594";"Banskobystrickı";"arnovica";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Rekreaèná 393";"Nová Baòa";"96801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"71,875";;;;
"2595";"Banskobystrickı";"arnovica";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre telesne postih.";"Rekreaèná 393";"Nová Baòa";"96801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"68,3077";;;;
"2596";"Banskobystrickı";"arnovica";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre telesne postih.";"Rekreaèná 393";"Nová Baòa";"96801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2597";"Banskobystrickı";"arnovica";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre telesne postih.";"Rekreaèná 393";"Nová Baòa";"96801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"78,7692";;;;
"2598";"Banskobystrickı";"arnovica";"Krajskı úrad, Okresnı úrad";"OU pre telesne postihnutıch";"Slovenskı";"Špeciálna stredná škola";"OU pre telesne postihn.";"Rekreaèná 393";"Nová Baòa";"96801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2599";"Banskobystrickı";"arnovica";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 15";"Nová Baòa";"96801";;;;;;;;;;;"18,7647";"32,2672";;;"51,7293";"22,1053";"91,5789";;;;;;;;;;;;;"45,4153";;;;
"2600";"Banskobystrickı";"arnovica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 6";"Nová Baòa";"96801";;;;;;;;;;;"22,5176";"31,6276";;;"77,8195";"80,1504";"53,7594";;;;;;;;;;;;;"35,2376";;;;
"2602";"Banskobystrickı";"arnovica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Tekovská Breznica 700";"Tekovská Breznica";"96652";;;;;;;;;;;"39,7185";"21,6773";;;"87,1429";"80,5263";"72,4812";;;;;;;;;;;;;"86,3658";;;;
"2603";"Banskobystrickı";"arnovica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾ká Lehota 433";"Ve¾ká Lehota";"96641";;;;;;;;;;;"42,846";"15,2097";;;"100";"90,8271";"32,406";;;;;;;;;;;;;"80,3168";;;;
"2605";"Banskobystrickı";"arnovica";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Bystrická 4";"arnovica";"96681";"83,1683";;;;"39,4161";"19,7605";;;;;;;;;"92,3077";"96,4103";;;;;;;;;;;;;;"55,5046";;;;
"2606";"Banskobystrickı";"arnovica";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Dolná 25";"arnovica";"96681";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"74,4505";;;;
"2607";"Banskobystrickı";"arnovica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Fraòa Krá¾a 838";"arnovica";"96681";;;;;;;;;;;"35,8874";"55,6503";;;"20";"12,9323";"60,6015";;;;;;;;;;;;;"22,8997";;;;
"2608";"Banskobystrickı";"arnovica";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Sládkovièova 24";"arnovica";"96681";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"53,8462";;;;
"2609";"Banskobystrickı";"arnovica";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. A. Sládkovièa 24";"arnovica";"96681";;;;;;;;;;;"46,5207";"47,8323";;;"100";"65,5639";"18,1955";;;;;;;;;;;;;"73,8358";;;;
"2610";"Banskobystrickı";"arnovica";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"upkov 18";"upkov";"96671";;;;;;;;;;;"81,7826";"47,8323";;;"50,3008";"3,30827";"76,6917";;;;;;;;;;;;;"43,735";;;;
"2611";"Banskobystrickı";"iar nad Hronom";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ";"Kopanièná 238";"Hliník nad Hronom";"96601";"32,1782";;;;"49,8783";;;"53,7549";;;;;;;"46,1538";"41,5385";"17,5573";;;;;;;;;;;;;"87,6147";;;;
"2612";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 482";"Hliník nad Hronom";"96601";;;;;;;;;;;"55,5903";"80,3838";;;"100";"80,5263";"58,5714";;;;;;;;;;;;;"28,5646";;;;
"2613";"Banskobystrickı";"iar nad Hronom";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr.zákl.umel.škola";"Ul. Kamenárska 209";"Hliník nad Hronom";"96601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"40,9341";;;;
"2614";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Horná daòa 107";"Horná daòa";"96604";;;;;;;;;;;"10,6333";"27,7185";;;"38,9474";"46,8421";"19,5489";;;;;;;;;;;;;"56,265";;;;
"2615";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Janova Lehota 97";"Janova Lehota";"96624";;;;;;;;;;;"12,1188";"39,6588";;;"32,3308";"22,7068";"47,5188";;;;;;;;;;;;;"58,6174";;;;
"2616";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Jastrabá 188";"Jastrabá";"96701";;;;;;;;;;;"86,2393";"74,1294";;;"20,8271";"75,8647";"22,2556";;;;;;;;;;;;;"2,35238";;;;
"2617";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Angyalova ulica 26";"Kremnica";"96701";;;;;;;;;;;"53,2447";"42,715";;;"62,2556";"96,6165";"21,4286";;;;;;;;;;;;;"54,5847";;;;
"2618";"Banskobystrickı";"iar nad Hronom";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola";"Angyalova ulica 31";"Kremnica";"96701";;;;;;;;;;;;;;;"36,7669";"49,3233";"26,015";;;;;;;;;;;;;"98,1757";;;;
"2619";"Banskobystrickı";"iar nad Hronom";"Obèianske zdruenia";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr.zákl.umel.škola";"Angyalova ulica 31";"Kremnica";"96701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"69,2308";;;;
"2620";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Angyalova ulica 35";"Kremnica";"96701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"52,7473";;;;
"2621";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Èeskoslov. armády 1";"Kremnica";"96732";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"92,9688";;;;
"2622";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre sluch.postihn.i";"Èeskoslov. armády 1";"Kremnica";"96732";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"58,7692";;;;
"2623";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre sluch.postihn.i";"Èeskoslov. armády 1";"Kremnica";"96732";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2624";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pri zdrav. zar.";"Èeskoslov. armády 139";"Kremnica";"96701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10,4615";;;;
"2625";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"ZŠ pre sluch.postih.int";"Èeskoslov.armády 1";"Kremnica";"96732";;;;;;;;;;;"6,66667";"60";;;;;;;;;;;;;;;;;;"86,1538";;;;
"2626";"Banskobystrickı";"iar nad Hronom";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Dolná 19";"Kremnica";"96701";"0";;;;;"5";;;;;;;;;;;;;;;;;;;;;;;;"96,3964";;;;
"2627";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Kutnohorská 20";"Kremnica";"96701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"88,2812";;;;
"2628";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"SOŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna stredná škola";"SOŠ pre sluch.postihn.i";"Kutnohorská 20";"Kremnica";"96701";"25";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"90,625";;;;
"2629";"Banskobystrickı";"iar nad Hronom";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"P. Kriku 4";"Kremnica";"96701";"14,6341";;;;;"0,5";;;;;;;;;"74,6032";"51,5873";"29,3651";;;;;;;;;;;;;"95,9459";;;;
"2630";"Banskobystrickı";"iar nad Hronom";"Samosprávny kraj";"Škola úitkového vıtvarníctva";"Slovenskı";"Stredná odborná škola";"Škola úit.vıtvarníctva";"P. Kriku 4";"Kremnica";"96701";"50,2475";;;;"9,24574";;;;;;;;;;"17,9487";"5,64103";"20,6107";;;;;;;;;;;;;"97,2477";;;;
"2631";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"P. Kriku 8";"Kremnica";"96701";;;;;;;;;;;"85,0665";"65,6006";;;"70,0752";"44,0602";"48,4962";;;;;;;;;;;;;"49,6399";;;;
"2632";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec.zákl.škola pri SŠI";"Ul. S. Chalupku 16";"Kremnica";"96727";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"73,8462";;;;
"2633";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pri zdrav. zar.";"Kremnické Bane 151";"Kremnické Bane";"96701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2634";"Banskobystrickı";"iar nad Hronom";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Geromettova 99";"Lovèa";"96621";;;;;;;;;;;;;;;"18,5714";"86,0902";"4,73684";;;;;;;;;;;;;"92,6068";;;;
"2635";"Banskobystrickı";"iar nad Hronom";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lovèica - Trubín 166";"Lovèica - Trubín";"96623";;;;;;;;;;;;;;;"42,406";"28,9474";"7,36842";;;;;;;;;;;;;"26,7883";;;;
"2636";"Banskobystrickı";"iar nad Hronom";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Slobodné 23";"Lutila";"96622";;;;;;;;;;;;;;;"30,9023";"93,3083";"17,8947";;;;;;;;;;;;;"99,5199";;;;
"2637";"Banskobystrickı";"iar nad Hronom";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Sklené Teplice 1";"Sklené Teplice";"96603";;;;;;;;;;;;;;;"81,8797";"62,3308";"36,8421";;;;;;;;;;;;;"92,6068";;;;
"2638";"Banskobystrickı";"iar nad Hronom";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Stará Kremnièka 33";"Stará Kremnièka";"96501";;;;;;;;;;;;;;;"1,65413";"44,0602";"0,37594";;;;;;;;;;;;;"82,6212";;;;
"2639";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 324/8";"Trnavá Hora";"96611";;;;;;;;;;;"76,7787";"82,1606";;;"2,93233";"25,5639";"23,4586";;;;;;;;;;;;;"72,6356";;;;
"2640";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vyhne 111";"Vyhne";"96602";;;;;;;;;;;"5,47303";"8,45771";;;"24,9624";"30,4511";"24,0602";;;;;;;;;;;;;"81,325";;;;
"2642";"Banskobystrickı";"iar nad Hronom";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"A. Kmea 1";"iar nad Hronom";"96501";;;;;;;;;;;"65,2854";"82,9424";;;"100";"100";"70,3759";;;;;;;;;;;;;"30,1008";;;;
"2643";"Banskobystrickı";"iar nad Hronom";"Súkromník";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ technická";"Dr. Janského 10";"iar nad Hronom";"96501";"45,7921";;;;"57,6642";"60,479";;"31,2253";;;;;;;;;;;;;;;;;;;;;;"58,2569";;;;
"2644";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Dr. Janského 2";"iar nad Hronom";"96501";;;;;;;;;;;"64,3471";"69,3674";;;"51,6541";"93,7594";"45,4135";;;;;;;;;;;;;"17,7148";;;;
"2645";"Banskobystrickı";"iar nad Hronom";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Hutníkov 302";"iar nad Hronom";"96501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"26,1538";;;;
"2646";"Banskobystrickı";"iar nad Hronom";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M.R.";"J. Kollára 2";"iar nad Hronom";"96501";"66,3415";"54,2289";;;;"53";;;;;;;;;"88,0952";"96,0317";"82,5397";;;;;;;;;;;;;"7,20721";;;;
"2647";"Banskobystrickı";"iar nad Hronom";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Jilemnického 1282";"iar nad Hronom";"96501";"21,2871";;;;"12,6521";;;"31,2253";;;;;;;"71,2821";"68,7179";"32,0611";;;;;;;;;;;;;"48,3945";;;;
"2649";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jilemnického 2";"iar nad Hronom";"96501";;;;;;;;;;;"26,5833";"64,3213";;;"20,4511";"80,9774";"62,6316";;;;;;;;;;;;;"48,1517";;;;
"2650";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Jilemnického 2";"iar nad Hronom";"96501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"66,4835";;;;
"2651";"Banskobystrickı";"iar nad Hronom";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. M. R. Štefánika 17";"iar nad Hronom";"96501";;;;;;;;;;;"57,8577";"69,7228";;;"71,3534";"100";"59,4737";;;;;;;;;;;;;"12,0979";;;;
"2652";"Banskobystrickı";"iar nad Hronom";"Súkromník";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Súkr.obchodná akadémia";"Ul.SNP 16";"iar nad Hronom";"96501";"65,8416";;;;"5,10949";"77,2455";;;;;;;;;;;;;;;;;;;;;;;;"14,4495";;;;
"2653";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Abrahámovce 6";"Abrahámovce";"08641";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97,5516";;;;
"2654";"Prešovskı";"Bardejov";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Bardejovské kúpele 13";"Bardejov";"08501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,84615";;;;
"2655";"Prešovskı";"Bardejov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hurbanova 10";"Bardejov";"08544";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47,5275";;;;
"2656";"Prešovskı";"Bardejov";"Obèianske zdruenia";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Hviezdoslavova 11";"Bardejov";"08584";"3,71287";;;;"3,16302";;;"83,004";;;;;;;;;;;;;;;;;;;;;;"83,4862";;;;
"2657";"Prešovskı";"Bardejov";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Jiráskova 12";"Bardejov";"08570";"61,4634";"40,2985";;;;"26";;;;;;;;;;;;;;;;;;;;;;;;"27,027";;;;
"2658";"Prešovskı";"Bardejov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná ZŠ sv. Egídia";"Jiráskova 5";"Bardejov";"08527";;;;;;;;;;;"64,1908";"54,7264";;;;;;;;;;;;;;;;;;"24,4839";;;;
"2662";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 23";"Bardejov";"08501";;;;;;;;;;;"34,9492";"51,1016";;;"40";"41,2782";"92,406";;;;;;;;;;;;;"10,1296";;;;
"2665";"Prešovskı";"Bardejov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Komenského 5";"Bardejov";"08542";"78,9604";"76";;;"98,0535";;;"23,7154";;;;;;;;;;;;;;;;;;;;;;"25,4587";;;;
"2666";"Prešovskı";"Bardejov";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Kutuzovova 3629";"Bardejov";"08501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,1868";;;;
"2667";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám.arm.gen. L.Svobodu 15";"Bardejov";"08501";;;;;;;;;;;"56,9195";"25,9417";;;;;;;;;;;;;;;;;;"53,6246";;;;
"2668";"Prešovskı";"Bardejov";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Pod papieròou";"Bardejov";"08501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48,4375";;;;
"2669";"Prešovskı";"Bardejov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Pod papieròou";"Bardejov";"08501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"93,5385";;;;
"2670";"Prešovskı";"Bardejov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Pod papieròou";"Bardejov";"08501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24";;;;
"2672";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pod Papieròou 1";"Bardejov";"08501";;;;;;;;;;;"18,7647";"22,6724";;;;;;;;;;;;;;;;;;"72,7796";;;;
"2674";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pod Vinbargom 1";"Bardejov";"08501";;;;;;;;;;;"51,8374";"42,9993";;;;;;;;;;;;;;;;;;"17,4748";;;;
"2675";"Prešovskı";"Bardejov";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Pod Vinbargom 1";"Bardejov";"08501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"26,3736";;;;
"2677";"Prešovskı";"Bardejov";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Pod Vinbargom 3";"Bardejov";"08598";"48,2673";;;;"16,545";"100";;"45,4545";;;;;;;;;;;;;;;;;;;;;;"66,2844";;;;
"2678";"Prešovskı";"Bardejov";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"ZŠ s MŠ bl. Zefyrína";"Poštárka 12";"Bardejov";"08501";;;;;;;;;;;;;;;"68,4211";"31,6541";"22,4812";;;;;;;;;;;;;"55,5929";;;;
"2680";"Prešovskı";"Bardejov";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Stöcklova 24";"Bardejov";"08528";"93,8119";"96";;;"96,3504";;;;;;;;;;;;;;;;;;;;;;;;;"83,0275";;;;
"2681";"Prešovskı";"Bardejov";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"Spojená škola-SOŠob.sl.";"Štefánikova 64";"Bardejov";"08501";"24,2574";;;;"15,0852";;;;;;;;;;;;;;;;;;;;;;;;;"38,3028";;;;
"2683";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tarasa Ševèenka 3";"Bardejov";"08555";;;;;;;;;;;"73,4167";"44,7761";;;;;;;;;;;;;;;;;;"27,9405";;;;
"2684";"Prešovskı";"Bardejov";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Ul. 29. augusta 4";"Bardejov";"08501";"17,0732";"15,4229";;;;"17,5";;;"32,0755";;;;;;;;;;;;;;;;;;;;;"85,1351";;;;
"2685";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Wolkerova 10";"Bardejov";"08501";;;;;;;;;;;"36,7475";"52,9495";;;;;;;;;;;;;;;;;;"18,0029";;;;
"2686";"Prešovskı";"Bardejov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ s MŠ sv. Faustíny";"Majer 5";"Bardejov";"08501";;;;;;;;;;;"71,6966";"20,1137";;;;;;;;;;;;;;;;;;"40,4225";;;;
"2687";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bartošovce 17";"Bartošovce";"08642";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"77,9165";;;;
"2688";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Belovea 16";"Belovea";"08614";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"74,94";;;;
"2690";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Cige¾ka 59";"Cige¾ka";"08602";;;;;;;;;;;;;;;"1,57895";"0,075188";"7,44361";;;;;;;;;;;;;"52,6644";;;;
"2691";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Frièkovce 32";"Frièkovce";"08642";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,1858";;;;
"2693";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Gaboltov 50";"Gaboltov";"08602";;;;;;;;;;;"5,94214";"8,03127";;;;;;;;;;;;;;;;;;"48,1997";;;;
"2694";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Gerlachov 5";"Gerlachov";"08604";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"87,806";;;;
"2695";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hankovce 24";"Hankovce";"08646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"96,3514";;;;
"2696";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Harhaj 47";"Harhaj";"08645";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97,7436";;;;
"2697";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Majerová 30";"Halín";"08614";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"93,807";;;;
"2698";"Prešovskı";"Bardejov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hertník 261";"Hertník";"08642";;;;;;;;;;;"60,1251";"57,4272";;;;;;;;;;;;;;;;;;"55,5929";;;;
"2699";"Prešovskı";"Bardejov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hervartov 112";"Hervartov";"08622";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"88,4782";;;;
