"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"2952";"Prešovskı";"Poprad";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Kukuèínova 12";"Poprad";"05801";"48,4";"30";;;"55,3";;;;;;;;;;;;;;;;;;;;;;;;;"9,62025";;;;
"2954";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ s MŠ";"Letná ulica 34";"Poprad";"05801";;;;;;;;;;;"66,9";"71,8";;;;;;;;;;;;;;;;;;"8,33333";;;;
"2955";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Spojená škola - ZUŠ";"Letná ulica 34";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3,23591";;;;
"2956";"Prešovskı";"Poprad";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Rovná 15";"Poprad";"05801";"64,6";"56,7";;;;;"61,1";;;;;;;;;;;;;;;;;;;;;;;"16,7939";;;;
"2957";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravotnícka škola";"Levoèská 5";"Poprad";"05801";"54,2";;;;"53,5";;;"35,3";;;;;;;"86,971";"73,3974";"88,9025";;;;;;;;;;;;;"10,1045";;;;
"2958";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Mnohe¾ova 828";"Poprad";"05846";"55,2";"39,2";;;"63,8";"78,7";;"52,4";;;;;;;;;;;;;;;;;;;;;;"9,98043";;;;
"2959";"Prešovskı";"Poprad";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Murgašova 94";"Poprad";"05801";"56,3";"35";;;"57,4";"75,4";;"39,6";"65,4";;;;;;"83,46";"69,86";;;;;;;;;;;;;;"7,69231";;;;
"2960";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Okruná 25";"Poprad";"05801";"33";;;;"36,5";;;"22,3";;;;;;;;;;;;;;;;;;;;;;"9,18033";;;;
"2961";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,3333";;;;
"2962";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12,5";;;;
"2963";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17,3913";;;;
"2964";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"16,6667";;;;
"2965";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"20,339";;;;
"2966";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štefánikova ulica 72";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3,60036";;;;
"2969";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Tajovského ulica 17";"Poprad";"05801";;;;;;;;;;;"61,4";"68,9";;;;;;;;;;;;;;;;;;"6,51685";;;;
"2970";"Prešovskı";"Poprad";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. stredná odb.škola";"Ul. 29. augusta 4812";"Poprad";"05801";"59,3";"60";;;"73,5";;;;;;;;;;;;;;;;;;;;;;;;;"7,39857";;;;
"2971";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ";"Ulica mládee 7";"Poprad";"05801";;;;;;;;;;;"61,2";"60";;;;;;;;;;;;;;;;;;"5,76132";;;;
"2972";"Prešovskı";"Poprad";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Ulica SNP 1253";"Poprad";"05801";"44,6";;;;"44,1";;;"28,2";;;;;;;;;;;;;;;;;;;;;;"11,1888";;;;
"2973";"Prešovskı";"Poprad";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Hlavná 1";"Poprad";"05951";"46";;;;"54,7";;;"41,1";;;;;;;"79,3103";"92,1875";;;;;;;;;;;;;;"9,38628";;;;
"2974";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Fraòa Krá¾a 2";"Poprad";"05801";;;;;;;;;;;"61";"49";;;;;;;;;;;;;;;;;;"7,09877";;;;
"2976";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Koperníkova ulica 21";"Poprad";"05801";;;;;;;;;;;"56";"38,5";;;;;;;;;;;;;;;;;;"9,42029";;;;
"2978";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vagonárska ulica 4";"Poprad";"05801";;;;;;;;;;;"67,8";"72,2";;;;;;;;;;;;;;;;;;"7,76471";;;;
"2979";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 311";"Spišská Teplica";"05934";;;;;;;;;;;"58";"67,2";;;;;;;;;;;;;;;;;;"8,10811";;;;
"2981";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 8";"Spišské Bystré";"05918";;;;;;;;;;;"49,9";"56,5";;;;;;;;;;;;;;;;;;"8,16993";;;;
"2982";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Kaštie¾ 3";"Spišskı Štiavnik";"05914";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"18,3673";;;;
"2984";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slneèná 422";"Spišskı Štiavnik";"05914";;;;;;;;;;;"66,6";"64,6";;;;;;;;;;;;;;;;;;"7,8125";;;;
"2985";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Slneèná 422";"Spišskı Štiavnik";"05914";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17";;;;
"2986";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 2";"Svit";"05921";;;;;;;;;;;"63";"52,4";;;;;;;;;;;;;;;;;;"6,88976";;;;
"2987";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Kpt. Nálepku 29";"Svit";"05921";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2988";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 134";"Svit";"05921";;;;;;;;;;;"73,1";"73,3";;;"80,8878";"80,2083";"88,1935";;;;;;;;;;;;;"10,0529";;;;
"2989";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Mierová 171";"Svit";"05921";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,5135";;;;
"2990";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Štefánikova 39";"Svit";"05921";"41,9";;;;"45,5";;;"34,4";;;;;;;;;;;;;;;;;;;;;;"8,79121";;;;
"2991";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 3";"Štrba";"05938";;;;;;;;;;;"49,3";"41,1";;;;;;;;;;;;;;;;;;"8,54271";;;;
"2992";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 3";"Štrba";"05938";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,19835";;;;
"2994";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"SNP 469";"Šuòava";"05939";;;;;;;;;;;"67,8";"54,2";;;;;;;;;;;;;;;;;;"8,43373";;;;
"2996";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Švábovce 180";"Švábovce";"05912";;;;;;;;;;;"58,5";"62,4";;;;;;;;;;;;;;;;;;"8,47458";;;;
"2997";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 240";"Ve¾kı Slavkov";"05991";;;;;;;;;;;"55,2";"28,5";;;"94,8333";"86,9792";"93,497";;;;;;;;;;;;;"8,125";;;;
"2999";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vikartovce 6";"Vikartovce";"05919";;;;;;;;;;;"76";"60,3";;;;;;;;;;;;;;;;;;"7,69231";;;;
"3001";"Prešovskı";"Poprad";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vydrník 121";"Vydrník";"05914";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10,4762";;;;
"3003";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dolnı Smokovec 21";"Vysoké Tatry";"05981";;;;;;;;;;;"60,3";"60,7";;;"80,8361";"73,6979";"84,9011";;;;;;;;;;;;;"12,5";;;;
"3004";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Dolnı Smokovec 70";"Vysoké Tatry";"05981";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"7,65306";;;;
"3005";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Hornı Smokovec 26";"Vysoké Tatry";"06201";"41,9";;;;"44,2";"76,3";;"34,3";;;;;;;"62,3";"67,61";;;;;;;;;;;;;;"11,9454";;;;
"3006";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tatranská Lomnica 123";"Vysoké Tatry";"05960";;;;;;;;;;;"61,8";"57,3";;;;;;;;;;;;;;;;;;"8,91089";;;;
"3007";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Tatranská Lomnica 123";"Vysoké Tatry";"05960";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"8,84956";;;;
"3008";"Prešovskı";"Poprad";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšné Hágy 29";"Vysoké Tatry";"05984";;;;;;;;;;;;;;;"98,3333";"81,9444";"74,2765";;;;;;;;;;;;;"21,7391";;;;
"3009";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"diar 255";"diar";"05955";;;;;;;;;;;"61,4";"59,7";;;;;;;;;;;;;;;;;;"10,1351";;;;
"3010";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Abranovce 29";"Abranovce";"08252";;;;;;;;;;;;;;;"63,7594";"70,8333";"84,5089";;;;;;;;;;;;;"8,57143";;;;
"3011";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bajerov 96";"Bajerov";"08241";;;;;;;;;;;"53,7";"55,4";;;;;;;;;;;;;;;;;;"8,91089";;;;
"3012";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bertotovce 91";"Bertotovce";"08235";;;;;;;;;;;;;;;"89,4397";"97,9167";"93,75";;;;;;;;;;;;;"12,5";;;;
"3013";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bzenov 143";"Bzenov";"08242";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,0435";;;;
"3014";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èelovce 41";"Èelovce";"08214";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3015";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Ev.sp.šk.i. - PŠ inter.";"Èervenica 114";"Èervenica";"08207";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"25";;;;
"3016";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ŠZŠ pre hluchoslepıch intern.";"Slovenskı";"Špeciálna základná škola";"Ev.sp.šk.i.- ŠZŠhs.int.";"Èervenica 114";"Èervenica";"08207";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"28,5714";;;;
"3017";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èervenica 61";"Èervenica";"08207";;;;;;;;;;;"66";"55";;;;;;;;;;;;;;;;;;"9,27152";;;;
"3018";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Demjata 57";"Demjata";"08213";;;;;;;;;;;;;;;"67,8571";"91,0448";"80,4983";;;;;;;;;;;;;"11,6279";;;;
"3019";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám. kpt. Nálepku 12";"Drienov";"08204";;;;;;;;;;;"68,3";"62,7";;;;;;;;;;;;;;;;;;"8,37438";;;;
"3020";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Drienovská Nová Ves 50";"Drienovská Nová Ves";"08201";;;;;;;;;;;;;;;"71,6418";"80,4348";"53,1165";;;;;;;;;;;;;"10";;;;
"3021";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Grófske nádvorie 2";"Fintice";"08216";;;;;;;;;;;"63,2";"52,3";;;;;;;;;;;;;;;;;;"8,24742";;;;
"3022";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Frièovce 21";"Frièovce";"08237";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"9,25926";;;;
"3023";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Fulianka 9";"Fulianka";"08212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"20";;;;
"3024";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Gregorovce 93";"Gregorovce";"08266";;;;;;;;;;;;;;;"70,2703";"81,25";"52,4194";;;;;;;;;;;;;"18,75";;;;
"3026";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hermanovce 374";"Hermanovce";"08235";;;;;;;;;;;"66,9";"49,3";;;;;;;;;;;;;;;;;;"11,4833";;;;
"3027";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hrabkov 159";"Hrabkov";"08233";;;;;;;;;;;"60";"47,8";;;;;;;;;;;;;;;;;;"17,3913";;;;
"3028";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Chme¾ov 161";"Chme¾ov";"08215";;;;;;;;;;;;;;;"28,0488";"26,3158";"47,556";;;;;;;;;;;;;"15,2542";;;;
"3030";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 28";"Chminianska Nová Ves";"08233";;;;;;;;;;;"57,9";"54,6";;;"60,9756";"78,0822";"71,0135";;;;;;;;;;;;;"9,11681";;;;
"3031";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,7895";;;;
"3032";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"16,3934";;;;
"3033";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kapušany 367";"Kapušany";"08212";;;;;;;;;;;"56,8";"53";;;"100";"87,1429";"70,9791";;;;;;;;;;;;;"6,875";;;;
"3034";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Michala";"Kendice 424";"Kendice";"08201";;;;;;;;;;;"50";"32,1";;;"68,18";"83,67";"68,64";;;;;;;;;;;;;"8,21918";;;;
"3036";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kojatice 84";"Kojatice";"08232";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12,963";;;;
"3037";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kokošovce 121";"Kokošovce";"08252";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12,1212";;;;
"3038";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lada 97";"Lada";"08212";;;;;;;;;;;;;;;"80,4055";"87,2396";"76,4137";;;;;;;;;;;;;"16";;;;
"3040";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lemešany 154";"Lemešany";"08203";;;;;;;;;;;"80";"92";;;"96,748";"87,3239";"62,58";;;;;;;;;;;;;"10,1852";;;;
"3041";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lesíèek 53";"Lesíèek";"08207";;;;;;;;;;;;;;;"76,4651";"61,4583";"72,2619";;;;;;;;;;;;;"7,31707";;;;
"3042";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lièartovce 56";"Lièartovce";"08203";;;;;;;;;;;;;;;"89,7007";"95,0521";"88,9881";;;;;;;;;;;;;"11,1111";;;;
"3044";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lipovce 125";"Lipovce";"08236";;;;;;;;;;;"57";"46,3";;;;;;;;;;;;;;;;;;"13,4146";;;;
"3045";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Stránická 26";"¼ubotice";"08006";;;;;;;;;;;"65,6";"49,8";;;"81,5675";"78,125";"86,1213";;;;;;;;;;;;;"6,90265";;;;
"3046";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"¼ubovec 35";"¼ubovec";"08242";;;;;;;;;;;;;;;"98,51";"93,18";"74,66";;;;;;;;;;;;;"7,14286";;;;
"3047";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Malı Slivník 28";"Malı Slivník";"08267";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,5172";;;;
"3048";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Medzany 182";"Medzany";"08221";;;;;;;;;;;"63,1";"60";;;;;;;;;;;;;;;;;;"9,02778";;;;
"3050";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Mirkovce 37";"Mirkovce";"08206";;;;;;;;;;;;;;;"51,8987";"75";"54,803";;;;;;;;;;;;;"8,57143";;;;
"3051";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Nemcovce 62";"Nemcovce";"08212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"36,3636";;;;
"3052";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Okruná 63";"Okruná";"08212";;;;;;;;;;;;;;;"91,9643";"77,1429";"80,6";;;;;;;;;;;;;"18,1818";;;;
"3053";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ovèie 34";"Ovèie";"08238";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"19,0476";;;;
"3055";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Petrovany 274";"Petrovany";"08253";;;;;;;;;;;"67,3";"55";;;;;;;;;;;;;;;;;;"8,37989";;;;
"3056";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Podhorany 109";"Podhorany";"08212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,3208";;;;
"3057";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bajkalská 29";"Prešov";"08001";;;;;;;;;;;"67,5";"73,3";;;"82,9497";"80,9896";"89,8133";;;;;;;;;;;;;"6,98795";;;;
"3058";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Bardejovská 24";"Prešov";"08001";"47,2";;;;"67,9";;;;;;;;;;;;;;;;;;;;;;;;;"10,7345";;;;
"3059";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Baštová 23";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,81818";;;;
"3060";"Prešovskı";"Prešov";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Baštová 32";"Prešov";"08085";"53,4";"39,2";;;"55,8";"76,7";;"55,3";;;;;;;"70,11";"95,31";"56,4";;;;;;;;;;;;;"9,5064";;;;
"3061";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Cirkevná ZŠ s MŠ";"Bernolákova 21";"Prešov";"08001";;;;;;;;;;;;;;;"78,0488";"88,8889";"82,2034";;;;;;;;;;;;;"13,6364";;;;
"3062";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P. P. Gojdièa";"Bernolákova 21";"Prešov";"08001";"62,6";"39,3";;;;"50,8";;;;;;;;;;;;;;;;;;;;;;;;"20";;;;
"3064";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èeskoslovenskej armády 2";"Prešov";"08001";;;;;;;;;;;"60,9";"57,5";;;;;;;;;;;;;;;;;;"6,51945";;;;
"3065";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ strojnícka";"Duklianska 1";"Prešov";"08001";"46,9";;;;"53,6";;;;;;;;;;;;;;;;;;;;;;;;;"10,8434";;;;
"3066";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Zákl.škola sv. Mikuláša";"Duklianska 16";"Prešov";"08001";;;;;;;;;;;"61,8";"55";;;;;;;;;;;;;;;;;;"7,20721";;;;
"3067";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Cirkevná ZUŠ";"Duklianska 16";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,60748";;;;
"3068";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium sv. Mikuláša";"Duklianska 16";"Prešov";"08001";"67,9";"60,6";;;;"65,7";;;;;;;;;;;;;;;;;;;;;;;;"8,51735";;;;
"3069";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ZŠsl.p.i.";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;"50";"54,2";;;;;;;;;;;;;;;;;;"15,1515";;;;
"3070";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"Spoj. škola - ZŠnks.i";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,942";;;;
"3071";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"Spoj. škola -ŠZŠsl.p.i.";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,3333";;;;
