"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"972";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 8";"Kamenec pod Vtáènikom";"97244";;;;;;;;;;;"63,5";"45";;;;;;;;;;;;;;;;;;"10";;;;
"973";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"SNP 4";"Kanianka";"97217";;;;;;;;;;;"67,1";"68,1";;;"84,75";"76,75";"85,75";;;;;;;;;;;;;"7,87671";;;;
"974";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová 525";"Koš";"97241";;;;;;;;;;;"56,4";"40,3";;;"76,5";"77,25";"75,75";;;;;;;;;;;;;"10,4046";;;;
"975";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lazany 5";"Lazany";"97211";;;;;;;;;;;"59,3";"55,3";;;"78";"73,75";"74";;;;;;;;;;;;;"8,82353";;;;
"976";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 2";"Lehota pod Vtáènikom";"97242";;;;;;;;;;;"62";"54,6";;;"75,75";"75,5";"82";;;;;;;;;;;;;"7,74194";;;;
"977";"Trenèiansky";"Prievidza";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Liešany 192";"Liešany";"97227";;;;;;;;;;;;;;;"98,65";"89,58";"76,62";;;;;;;;;;;;;"15,625";;;;
"978";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ s MŠ V. Benedikta";"Druby 2";"Nedoery - Brezany";"97212";;;;;;;;;;;"67,2";"64,8";;;"90,75";"74,75";"90,25";;;;;;;;;;;;;"7,36434";;;;
"979";"Trenèiansky";"Prievidza";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Drustevná 367";"Nedoery - Brezany";"97212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"9,6";;;;
"980";"Trenèiansky";"Prievidza";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Spojená škola ZUŠ";"Školská 1";"Nitrianske Pravno";"97213";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,65116";;;;
"981";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spoj.škola ZŠsMŠ a ZUŒ";"Školská 19";"Nitrianske Pravno";"97213";;;;;;;;;;;"63,3";"54,3";;;"96,063";"87,8378";"84,329";;;;;;;;;;;;;"7,91667";;;;
"982";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 15";"Nitrianske Rudno";"97226";;;;;;;;;;;"62";"68,2";;;"91,25";"90";"90,25";;;;;;;;;;;;;"8,58896";;;;
"983";"Trenèiansky";"Prievidza";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"ZŠ s MŠ Fraòa Madvu";"Nitrianske Suèany 352";"Nitrianske Suèany";"97221";;;;;;;;;;;;;;;"99,0566";"85,0746";"81,3636";;;;;;;;;;;;;"14,2857";;;;
"984";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nitrica 41";"Nitrica";"97222";;;;;;;;;;;"67,2";"64,5";;;"87,5";"84,7222";"75,9554";;;;;;;;;;;;;"10,7143";;;;
"985";"Trenèiansky";"Prievidza";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Chemikov 34";"Nováky";"97271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,81928";;;;
"986";"Trenèiansky";"Prievidza";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Pribinova 7";"Nováky";"97271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21,4286";;;;
"987";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Pribinova 9";"Nováky";"97271";;;;;;;;;;;"70,3";"64,8";;;"100";"87,3239";"77,7358";;;;;;;;;;;;;"6,60147";;;;
"988";"Trenèiansky";"Prievidza";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Chemikov 8";"Nováky";"97271";"68,3";"56,3";;;;"66,1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"989";"Trenèiansky";"Prievidza";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Chemikov 8";"Nováky";"97271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"990";"Trenèiansky";"Prievidza";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Opatovce nad Nitrou 509";"Opatovce nad Nitrou";"97202";;;;;;;;;;;;;;;"89,71";"89,13";"79,07";;;;;;;;;;;;;"7,27273";;;;
"991";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 9";"Oslany";"97247";;;;;;;;;;;"59,2";"67,6";;;"73,9837";"77,7778";"69,7987";;;;;;;;;;;;;"8,10811";;;;
"993";"Trenèiansky";"Prievidza";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Piar.SŠ.F.H.-Piar.ZŠ FH";"A. Hlinku 44";"Prievidza";"97101";;;;;;;;;;;"59,7";"41,2";;;"84,3373";"94,7368";"78,727";;;;;;;;;;;;;"7,57576";;;;
"994";"Trenèiansky";"Prievidza";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Piaristické gymnázium";"A. Hlinku 44";"Prievidza";"97101";"68,5";"62,7";;;;"64,3";;;;;;;;;"90,5882";"87,5";"81,99";;;;;;;;;;;;;"10";;;;
"995";"Trenèiansky";"Prievidza";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Energetikov 39";"Prievidza";"97101";;;;;;;;;;;"65,8";"57,4";;;"93,75";"87,25";"93,75";;;;;;;;;;;;;"6,93878";;;;
"996";"Trenèiansky";"Prievidza";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"F. Madvu 2";"Prievidza";"97129";"54,7";"31,1";;;"54,2";"67,4";;;;;;;;;"90,8046";"96,875";;;;;;;;;;;;;;"9,28793";;;;
