"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_NJB1";"Mat_NJB2";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"3274";"Prešovskı";"Stará ¼ubovòa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolaèkov 31";"Kolaèkov";"06511";;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;"156";;;;;"156";"16";;;
"3276";"Prešovskı";"Stará ¼ubovòa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kyjov 55";"Kyjov";"06548";;;;;;;;;;;;;;;;;;;;;;;"47";;;;;"47";"7";;;
"3277";"Prešovskı";"Stará ¼ubovòa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lesnica 148";"Lesnica";"06533";;;;;;;;;;;;;;;;;;;;;;;"18";;;;;"18";"3";;;
"3280";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lomnièka 29";"Lomnièka";"06503";;;;;;;;;"20";"20";;;;;;;;;;;;;"718";;;;;"718";"60";;;
"3282";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 2";"¼ubotín";"06541";;;;;;;;;"14";"14";;;;;;;;;;;;;"187";;;;;"187";"19";;;
"3283";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Malı Lipník 70";"Malı Lipník";"06546";;;;;;;;;;;;;;;;;;;;;;;"23";;;;;"23";"4";;;
"3284";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Mníšek nad Popradom 136";"Mníšek nad Popradom";"06522";;;;;;;;;"11";"11";;;;;;;;;;;;;"72";;;;;"72";"10";;;
"3285";"Prešovskı";"Stará ¼ubovòa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Niné Rubachy 45";"Niné Rubachy";"06502";;;;;;;;;;;;;;;;;;;;;;;"22";;;;;"22";"3";;;
"3286";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová ¼ubovòa 493";"Nová ¼ubovòa";"06511";;;;;;;;;"39";"39";;;;;;;;;;;;;"331";;;;;"331";"25";;;
"3287";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Orlov 5";"Orlov";"06543";;;;;;;;;"23";"23";;;;;;;;;;;;;"119";;;;;"119";"13";;;
"3288";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 93";"Plaveè";"06544";;;;;;;;;"22";"22";;;;;;;;;;;;;"183";;;;;"183";"17";;;
"3289";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Plavnica 244";"Plavnica";"06545";;;;;;;;;"18";"18";;;"2011/12";"2011/12";"2011/12";;;;;;;;"254";;;;;"254";"22";;;
"3290";"Prešovskı";"Stará ¼ubovòa";"Cirkev, cirkevné spoloèenstvo";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Kláštorná 2";"Podolínec";"06503";"20";;;;"16";;"3";;;;;;;;;;;;;;;;"117";;;;;"117";"16";;;
"3291";"Prešovskı";"Stará ¼ubovòa";"Cirkev, cirkevné spoloèenstvo";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"ŠZŠ in. sv.K.Hofbauera";"Kláštorná 2";"Podolínec";"06503";;;;;;;;;;;;;;;;;;;;;;;"59";;;;;"59";"9";;;
"3293";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 2";"Podolínec";"06503";;;;;;;;;"32";"32";;;"2013/14";"2013/14";"2013/14";;;;;;;;"346";;;;;"346";"27";;;
"3294";"Prešovskı";"Stará ¼ubovòa";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium T. Vansovej";"17. novembra 6";"Stará ¼ubovòa";"06401";"64";"21";;;;"64";;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;"372";;;;;"372";"29";;;
"3295";"Prešovskı";"Stará ¼ubovòa";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Jarmoèná 108";"Stará ¼ubovòa";"06401";"51";;;;"35";;"12";;;;;;;;;;;;;;;;"437";;;;;"437";"60";;;
"3296";"Prešovskı";"Stará ¼ubovòa";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Jarmoèná 132";"Stará ¼ubovòa";"06401";"62";"4";;;"50";;"12";;;;;;"2016/17";"2016/17";"2016/17";;;;;;;;"207";;;;;"207";"20";;;
"3297";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 6";"Stará ¼ubovòa";"06401";;;;;;;;;"54";"54";;;;;;;;;;;;;"586";;;;;"586";"41";;;
"3298";"Prešovskı";"Stará ¼ubovòa";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola int. - PŠ";"Levoèská 22";"Stará ¼ubovòa";"06401";;;;;;;;;;;;;;;;;;;;;;;"6";;;;;"6";"2";;;
"3299";"Prešovskı";"Stará ¼ubovòa";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola int.- ŠZŠ";"Levoèská 22";"Stará ¼ubovòa";"06401";;;;;;;;;;;;;;;;;;;;;;;"86";;;;;"86";"14";;;
"3300";"Prešovskı";"Stará ¼ubovòa";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Spojená škola int.- OUI";"Levoèská 24";"Stará ¼ubovòa";"06401";;;;;;;;;;;;;;;;;;;;;;;"82";;;;;"82";"18";;;
"3301";"Prešovskı";"Stará ¼ubovòa";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Levoèská 40";"Stará ¼ubovòa";"06401";"46";;;;"36";"2";"5";;;;;;;;;;;;;;;;"291";;;;;"291";"34";;;
"3302";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Levoèská 6";"Stará ¼ubovòa";"06401";;;;;;;;;"38";"38";;;"2011/12";"2011/12";"2011/12";;;;;;;;"341";;;;;"341";"27";;;
"3303";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Okruná 9";"Stará ¼ubovòa";"06401";;;;;;;;;;;;;;;;;;;;;;;"645";;;;;"645";;;;
"3305";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podsadek 140";"Stará ¼ubovòa";"06401";;;;;;;;;;;;;;;;;;;;;;;"282";;;;;"282";"22";;;
"3306";"Prešovskı";"Stará ¼ubovòa";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štúrova 3";"Stará ¼ubovòa";"06401";;;;;;;;;"19";"18";;;;;;;;;;;;;"277";;;;;"277";"26";;;
"3307";"Prešovskı";"Stará ¼ubovòa";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Štúrova 3";"Stará ¼ubovòa";"06401";;;;;;;;;;;;;;;;;;;;;;;"210";;;;;"210";;;;
"3308";"Prešovskı";"Stará ¼ubovòa";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Cirk. gym. sv. Mikuláša";"Štúrova 3";"Stará ¼ubovòa";"06401";"62";"15";;;;"54";;"8";;;;;"2014/15";"2014/15";"2014/15";;;;;;;;"237";;;;;"237";"20";;;
"3309";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Za vodou 14";"Stará ¼ubovòa";"06401";;;;;;;;;"30";"30";;;;;;;;;;;;;"213";;;;;"213";"19";;;
"3312";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Šarišské Jastrabie 270";"Šarišské Jastrabie";"06548";;;;;;;;;"12";"12";;;;;;;;;;;;;"254";;;;;"254";"27";;;
"3314";"Prešovskı";"Stará ¼ubovòa";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"ZŠ s MŠ sv.J.Krstite¾a";"Ve¾ká Lesná 16";"Ve¾ká Lesná";"06534";;;;;;;;;;;;;;;;;;;;;;;"17";;;;;"17";"2";;;
"3315";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾kı Lipník 45";"Ve¾kı Lipník";"06533";;;;;;;;;"24";"24";;;;;;;;;;;;;"139";;;;;"139";"13";;;
"3317";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vyšné Rubachy 330";"Vyšné Rubachy";"06502";;;;;;;;;"13";"13";;;;;;;;;;;;;"131";;;;;"131";"12";;;
"3318";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Breznica 105";"Breznica";"09101";;;;;;;;;;;;;;;;;;;;;;;"23";;;;;"23";"2";;;
"3320";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bukovce 80";"Bukovce";"09022";;;;;;;;;"7";"7";;;"2013/14";"2013/14";"2013/14";;;;;;;;"76";;;;;"76";"11";;;
"3322";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Havaj 7";"Havaj";"09023";;;;;;;;;"19";"19";;;"2010/11";"2010/11";"2010/11";;;;;;;;"121";;;;;"121";"13";;;
"3323";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Chotèa 89";"Chotèa";"09021";;;;;;;;;;;;;;;;;;;;;;;"21";;;;;"21";"4";;;
"3325";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolbovce 8";"Kolbovce";"09031";;;;;;;;;"4";"4";;;"2007/08";"2007/08";"2007/08";;;;;;;;"76";;;;;"76";"13";;;
"3326";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lomné 74";"Lomné";"09033";;;;;;;;;;;;;"2011/12";"2011/12";"2011/12";;;;;;;;"8";;;;;"8";"2";;;
"3327";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Miòovce 3";"Miòovce";"09032";;;;;;;;;;;;;;;;;;;;;;;"12";;;;;"12";"1";;;
"3328";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Niná Olšava 72";"Niná Olšava";"09032";;;;;;;;;;;;;;;;;;;;;;;"23";;;;;"23";"1";;;
"3329";"Prešovskı";"Stropkov";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Hlavná 6";"Stropkov";"09101";;;;;;;;;;;;;;;;;;;;;;;"167";;;;;"167";"12";;;
"3332";"Prešovskı";"Stropkov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Petra a Pavla";"Hrnèiarska 61";"Stropkov";"09101";;;;;;;;;"18";"17";;;;;;;;;;;;;"199";;;;;"199";"19";;;
"3333";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hrnèiarska 61";"Stropkov";"09101";;;;;;;;;"15";"15";;;;;;;;;;;;;"187";;;;;"187";"32";;;
"3334";"Prešovskı";"Stropkov";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Hviezdoslavova 44";"Stropkov";"09112";"59";;;;"48";;"9";;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"205";;;;;"205";"15";;;
"3336";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Konštantínova 64";"Stropkov";"09101";;;;;;;;;"36";"36";;;"2006/07";"2006/07";"2006/07";;;;;;;;"382";;;;;"382";"31";;;
"3337";"Prešovskı";"Stropkov";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Konštantínova 64";"Stropkov";"09101";"56";"14";;;;"53";;;;;;;"2016/17";"2016/17";"2016/17";;;;;;;;"266";;;;;"266";"20";;;
"3338";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mlynská 7";"Stropkov";"09101";;;;;;;;;"69";"69";;;"2010/11";"2010/11";"2010/11";;;;;;;;"578";;;;;"578";"41";;;
"3339";"Prešovskı";"Stropkov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Športová 4";"Stropkov";"09101";;;;;;;;;;;;;;;;;;;;;;;"393";;;;;"393";;;;
"3340";"Prešovskı";"Stropkov";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ul. Hlavná 12";"Stropkov";"09101";;;;;;;;;;;;;;;;;;;;;;;"631";;;;;"631";;;;
"3342";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšná Olšava 117";"Vyšná Olšava";"09032";;;;;;;;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"28";;;;;"28";"3";;;
"3343";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Cernina 30";"Cernina";"09016";;;;;;;;;"12";"12";;;;;;;;;;;;;"89";;;;;"89";"10";;;
"3345";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Budovate¾ská 4";"Giraltovce";"08701";;;;;;;;;"47";"47";;;"2016/17";"2016/17";"2016/17";;;;;;;;"431";;;;;"431";"39";;;
"3346";"Prešovskı";"Svidník";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Dukelská 30";"Giraltovce";"08701";"25";"4";;;;"17";;"3";;;;;;;;;;;;;;;"132";;;;;"132";"14";;;
"3347";"Prešovskı";"Svidník";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ";"Dukelská 33";"Giraltovce";"08701";;;;;;;;;"20";"20";;;"2010/11";"2010/11";"2010/11";;;;;;;;"198";;;;;"198";"20";;;
"3348";"Prešovskı";"Svidník";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. stred. odb. škola";"Dukelská 33";"Giraltovce";"08701";"16";;;;"12";;"3";;;;;;;;;;;;;;;;"236";;;;;"236";"33";;;
"3349";"Prešovskı";"Svidník";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Dukelská 53";"Giraltovce";"08701";;;;;;;;;;;;;;;;;;;;;;;"550";;;;;"550";;;;
"3350";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Kpt. Nálepku 122";"Giraltovce";"08701";;;;;;;;;;;;;;;;;;;;;;;"21";;;;;"21";"5";;;
"3351";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Kpt. Nálepku 122";"Giraltovce";"08701";;;;;;;;;;;;;;;;;;;;;;;"37";;;;;"37";"7";;;
"3352";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kalnište 91";"Kalnište";"08701";;;;;;;;;;;;;;;;;;;;;;;"22";;;;;"22";"4";;;
"3353";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kraèúnovce 162";"Kraèúnovce";"08701";;;;;;;;;"40";"40";;;;;;;;;;;;;"272";;;;;"272";"21";;;
"3354";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krajná Po¾ana 38";"Krajná Po¾ana";"09005";;;;;;;;;"7";"7";;;;;;;;;;;;;"132";;;;;"132";"13";;;
"3355";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krulová 103";"Krulová";"09002";;;;;;;;;"9";"9";;;"2012/13";"2012/13";"2012/13";;;;;;;;"115";;;;;"115";"15";;;
"3356";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kuková 33";"Kuková";"08644";;;;;;;;;;;;;;;;;;;;;;;"23";;;;;"23";"6";;;
"3357";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kurimka 97";"Kurimka";"09016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3358";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ladomirová 32";"Ladomirová";"09003";;;;;;;;;;;;;;;;;;;;;;;"55";;;;;"55";"6";;;
"3359";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lúèka 92";"Lúèka";"08701";;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"9";;;;;"9";"3";;;
"3361";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ninı Mirošov 56";"Ninı Mirošov";"09011";;;;;;;;;"9";"9";;;;;;;;;;;;;"87";;;;;"87";"9";;;
"3362";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Okrúhle 3";"Okrúhle";"09042";;;;;;;;;"13";"13";;;"2007/08";"2007/08";"2007/08";;;;;;;;"111";;;;;"111";"13";;;
"3364";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Rovné 52";"Rovné";"09016";;;;;;;;;;;;;;;;;;;;;;;"14";;;;;"14";"2";;;
"3366";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"8. mája 39";"Svidník";"08901";;;;;;;;;"46";"46";;;;;;;;;;;;;"337";;;;;"337";"29";;;
"3367";"Prešovskı";"Svidník";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Bardejovská 18";"Svidník";"08901";"18";;;;"15";;;;;;;;;;;;;;;;;;"250";;;;;"250";"31";;;
"3368";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ";"Centrálna 2";"Svidník";"08901";;;;;;;;;"21";"21";;;;;;;;;;;;;"220";;;;;"220";"21";;;
"3369";"Prešovskı";"Svidník";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Spojená škola - OA";"Centrálna 464";"Svidník";"08901";"54";;;;"43";;;;;;;;;;;;;;;;;;"194";;;;;"194";"21";;;
"3370";"Prešovskı";"Svidník";"Obèianske zdruenia";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Súkromná ŠZŠ";"Dezidera Millyho 1";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3371";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Karpatská 11";"Svidník";"08901";;;;;;;;;"25";"25";;;;;;;;;;;;;"194";;;;;"194";"18";;;
"3372";"Prešovskı";"Svidník";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium dukl. hrdinov";"Komenského 16";"Svidník";"08924";"63";"16";;;;"59";;"2";;;;;;;;;;;;;;;"197";;;;;"197";"22";;;
"3373";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 22";"Svidník";"08901";;;;;;;;;"47";"47";;;;;;;;;;;;;"426";;;;;"426";"34";;;
"3374";"Prešovskı";"Svidník";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Komenského 62";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;"864";;;;;"864";;;;
"3375";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Spojená škola i. - PŠI";"Partizánska 52";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3376";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola int.-ŠZŠi";"Partizánska 52";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;"89";;;;;"89";"18";;;
"3377";"Prešovskı";"Svidník";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Pionierska 4";"Svidník";"08901";"23";;;;"23";;;;;;;;;;;;;;;;;;"159";;;;;"159";"18";;;
"3378";"Prešovskı";"Svidník";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Juraja";"Soviet. hrdinov 111";"Svidník";"08901";;;;;;;;;"14";"14";;;;;;;;;;;;;"111";;;;;"111";"12";;;
"3379";"Prešovskı";"Svidník";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ odevná";"Sovietskych hrdinov 369/24";"Svidník";"08901";"18";;;;"14";;;;;;;;;;;;;;;;;;"127";;;;;"127";"21";;;
"3381";"Prešovskı";"Svidník";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravotnícka škola";"Sovietskych hrdinov 80";"Svidník";"08901";"15";;;;"7";;"8";;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"112";;;;;"112";"24";;;
"3383";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšnı Mirošov 44";"Vyšnı Mirošov";"09011";;;;;;;;;;;;;;;;;;;;;;;"21";;;;;"21";"3";;;
"3384";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšnı Orlík 84";"Vyšnı Orlík";"09011";;;;;;;;;;;;;;;;;;;;;;;"12";;;;;"12";"2";;;
"3386";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"elmanovce 26";"elmanovce";"08644";;;;;;;;;;;;;;;;;;;;;;;"11";;;;;"11";"3";;;
"3388";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Banské 239";"Banské";"09412";;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;"121";;;;;"121";"9";;;
"3389";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Benkovce 49";"Benkovce";"09402";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3390";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bystré 347";"Bystré";"09434";;;;;;;;;"38";"38";;;"2013/14";"2013/14";"2013/14";;;;;;;;"339";;;;;"339";"27";;;
"3391";"Prešovskı";"Vranov nad Top¾ou";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Spojená škola - SOŠ";"Èaklov 249";"Èaklov";"09435";;;;;;;;;;;;;;;;;;;;;;;"124";;;;;"124";;;;
"3393";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èaklov 495";"Èaklov";"09435";;;;;;;;;"31";"31";;;"2014/15";"2014/15";"2014/15";;;;;;;;"282";;;;;"282";"16";;;
"3394";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èièava 34";"Èièava";"09301";;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;"100";;;;;"100";"9";;;
"3395";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èierne nad Top¾ou 212";"Èierne nad Top¾ou";"09434";;;;;;;;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;"17";;;;;"17";"4";;;
"3396";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ïapalovce 1";"Ïapalovce";"09405";;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;"25";;;;;"25";"3";;;
"3397";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Davidov 71";"Davidov";"09303";;;;;;;;;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;"26";;;;;"26";"3";;;
"3398";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dlhá 35";"Dlhé Klèovo";"09413";;;;;;;;;;;;;;;;;;;;;;;"49";;;;;"49";"5";;;
"3399";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Budovate¾ská 17";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3400";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Kukorelliho 552";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;"11";;;;;"11";"1";;;
