"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_NJB1";"Mat_NJB2";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"1671";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Krásno nad Kysucou è.1642";"Krásno nad Kysucou";"02302";"54,4";;;;"48,1";;"37,3";;;;;;;;;;;;;;;;"0";;;;;"10,411";"81,5789";;;
"1673";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mládenícka 1343";"Krásno nad Kysucou";"02302";;;;;;;;;"66,3";"59,9";;;"99,187";"90";"78,5542";;;;;;;;"0";;;;;;;;;
"1674";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Slov.národ.povstania 167";"Krásno nad Kysucou";"02302";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"6,01504";;;;
"1675";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Makov 264";"Makov";"02356";;;;;;;;;"70";"69";;;;;;;;;;;;;"0";;;;;;;;;
"1676";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová Bystrica 686";"Nová Bystrica";"02305";;;;;;;;;"53,2";"53,8";;;"83,0343";"69,0104";"88,5119";;;;;;;;"0";;;;;"8,71795";"76,4706";;;
"1677";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vychylovka 687";"Nová Bystrica";"02305";;;;;;;;;"62";"42,5";;;"86,3327";"64,8438";"87,5794";;;;;;;;"0";;;;;"13,5593";"87,5";;;
"1678";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Polgrúò 464";"Olešná";"02352";;;;;;;;;"51,1";"38,9";;;"93,18";"76";"77,31";;;;;;;;"0";;;;;"13,3333";"100";;;
"1679";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ošèadnica 1374";"Ošèadnica";"02301";;;;;;;;;"61,7";"49,2";;;;;;;;;;;;;"0";;;;;"8,83978";"81,25";;;
"1680";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 760";"Ošèadnica";"02301";;;;;;;;;"65,7";"51,2";;;;;;;;;;;;;"0";;;;;"7,69231";"22,2222";;;
"1682";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podvysoká 307";"Podvysoká";"02357";;;;;;;;;"72";"74,7";;;"94,3089";"94,5205";"82,3932";;;;;;;;"0";;;;;"8,5";"88,2353";;;
"1683";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Radôstka 168";"Radôstka";"02304";;;;;;;;;;;;;"89,739";"81,7708";"87,8815";;;;;;;;"0";;;;;"18,75";"33,3333";;;
"1684";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ J. Palárika";"Raková 705";"Raková";"02351";;;;;;;;;"64";"68,2";;;"75,9036";"67,5";"78,2925";;;;;;;;"0";;;;;"10,7143";"46,6667";;;
"1685";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Raková è. 950";"Raková";"02351";;;;;;;;;"64,3";"56,4";;;"90,2439";"83,0986";"73,8741";;;;;;;;"0";;;;;"8,40336";"40";;;
"1686";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Trstená 475";"Raková";"02351";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;;;;;
"1687";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kudlov 781";"Skalité";"02314";;;;;;;;;"53,5";"42,1";;;"93,1818";"93,75";"72,1327";;;;;;;;"0";;;;;"7,72358";"73,6842";;;
"1688";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Skalité è.729";"Skalité";"02314";;;;;;;;;"49,9";"49,9";;;"95,45";"87,76";"78,85";;;;;;;;"0";;;;;"8,19672";"80";;;
"1689";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Stará Bystrica 680";"Stará Bystrica";"02304";;;;;;;;;"66,6";"58,4";;;"82,95";"91,84";"75,23";;;;;;;;"1,92308";;;;;"7,69231";"16,6667";;;
"1690";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Staškov 502";"Staškov";"02353";;;;;;;;;"53,9";"59,9";;;"44,8819";"50";"68,3445";;;;;;;;"0";;;;;"8,36502";"63,6364";;;
"1691";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Svrèinovec 336";"Svrèinovec";"02312";;;;;;;;;"65,6";"57,3";;;;;;;;;;;;;"0";;;;;"7,61589";"86,9565";;;
"1692";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bukovina 305";"Turzovka";"02354";;;;;;;;;"63,3";"56,5";;;;;;;;;;;;;"0";;;;;"6,51466";"100";;;
"1693";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Jašíkova 219";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"25";;;;
"1694";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"SŠ sv.Jozefa internátna";"Jašíkova 219";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"28";"100";;;
"1695";"ilinskı";"Èadca";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"¼. Štúra 35";"Turzovka";"02354";"73";"57,2";;;;"57,7";;;;;;;"97,46";"100";"89,37";;;;;;;;"0";;;;;"9,15033";"100";;;
"1696";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 355";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,18327";;;;
"1697";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Stred 39";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"17,6471";"100";;;
"1699";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hornı Kelèov 658";"Vysoká nad Kysucou";"02355";;;;;;;;;;;;;"78,8136";"86,1111";"74,569";;;;;;;;"0";;;;;;;;;
"1700";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vysoká nad Kysucou 316";"Vysoká nad Kysucou";"02355";;;;;;;;;"57,9";"53,1";;;;;;;;;;;;;"0";;;;;"8,09524";"100";;;
"1701";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zákopèie è. 957";"Zákopèie";"02311";;;;;;;;;"58,3";"49,3";;;"100";"87,5";"66,4043";;;;;;;;"0";;;;;"10,2041";"40";;;
"1702";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Zborov nad Bystricou 604";"Zborov nad Bystricou";"02303";;;;;;;;;"58,5";"55,2";;;"69,9187";"88,5714";"75,7775";;;;;;;;"0";;;;;"8,11808";"90,9091";;;
"1703";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá nad Oravou 110";"Dlhá nad Oravou";"02755";;;;;;;;;"58";"72";;;"100";"94,3662";"84,7393";;;;;;;;"0";;;;;"10,4575";"81,25";;;
"1704";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P.O.Hviezdos.";"Hviezdoslavovo nám. 18";"Dolnı Kubín";"02624";"69,3";"43,7";;;;"65,2";;;;;;;"86,1538";"89,3333";"71,2545";;;;;;;;"0";;;;;"8,54167";"85,3659";;;
"1705";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Jelšavská 404";"Dolnı Kubín";"02601";"53,8";;;;"54,9";;"39,2";;;;;;;;;;;;;;;;"0";;;;;"12,6623";"33,3333";;;
"1706";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kohútov sad 4";"Dolnı Kubín";"02601";;;;;;;;;"68,2";"63,8";;;"87,2992";"76,8229";"88,2296";;;;;;;;"0";;;;;"6,6568";"100";;;
"1707";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Komenského 32";"Dolnı Kubín";"02601";;;;;;;;;"64";"57,9";;;"84,6405";"77,0833";"85,965";;;;;;;;"0";;;;;"8,01887";"82,3529";;;
"1708";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"M. Hattalu 2149";"Dolnı Kubín";"02601";"59,7";;;;"52";;"44,4";;;;;;"79";"78,25";"92";;;;;;;;"0";;;;;"12,0968";"100";;;
"1709";"ilinskı";"Dolnı Kubín";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Matuškova 1631";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20,5128";;;;
"1710";"ilinskı";"Dolnı Kubín";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Matuškova 1631";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20";;;;
"1711";"ilinskı";"Dolnı Kubín";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Matúškova 5";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,71281";;;;
"1712";"ilinskı";"Dolnı Kubín";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Námestie slobody 6";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"3,34855";;;;
"1713";"ilinskı";"Dolnı Kubín";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Nemocnièná 2";"Dolnı Kubín";"02601";"65,6";;;;;"68,8";;;;;;;;;;;;;;;;;"0";;;;;;;;;
"1714";"ilinskı";"Dolnı Kubín";"Súkromník";"SOŠ podnikania";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ podnikania";"Nemocnièná 2";"Dolnı Kubín";"02601";;;;;;;;;;;;;"31,4961";"42,6667";"39,9706";;;;;;;;"0";;;;;"14";;;;
"1715";"ilinskı";"Dolnı Kubín";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Nemocnièná 4";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"9,09091";;;;
"1716";"ilinskı";"Dolnı Kubín";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná SŠ - ZŠ s MŠ";"Okruná 25";"Dolnı Kubín";"02601";;;;;;;;;"61,3";"51,9";;;;;;;;;;;;;"0";;;;;"11,9048";"83,3333";;;
"1717";"ilinskı";"Dolnı Kubín";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Cirkevná SŠ - gymnázium";"Okruná 25";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,1765";"81,8182";;;
"1718";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Pelhøimovská 10";"Dolnı Kubín";"02680";"50";;;;"53,1";;"44,3";;;;;;"78,74";"87,67";;;;;;;;;"1,67785";;;;;"12,2483";"32,8767";;;
"1719";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Radlinského 55";"Dolnı Kubín";"02636";"60,7";"23,9";;;"51,2";"65,8";;;;;;;;;;;;;;;;;"0";;;;;"8,92857";"56,6667";;;
"1720";"ilinskı";"Dolnı Kubín";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"SNP 14";"Dolnı Kubín";"02601";"39,8";;;;"30,8";;;;;;;;"25,2874";"22,2222";;;;;;;;;"0";;;;;"16,5138";"22,2222";;;
"1721";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"SNP 36";"Dolnı Kubín";"02601";;;;;;;;;"53,9";"52,5";;;"98,374";"90,411";"82,0381";;;;;;;;"0";;;;;"6,88073";"77,7778";;;
"1722";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. Martina Hattalu 2151";"Dolnı Kubín";"02601";;;;;;;;;"60,9";"56,5";;;"100";"91,6667";"86,5366";;;;;;;;"0";;;;;"6,92124";"79,3103";;;
"1723";"ilinskı";"Dolnı Kubín";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná ZŠ s MŠ";"Ul. Obrancov mieru 1779";"Dolnı Kubín";"02601";;;;;;;;;;;;;"91,7808";"94,5946";"88,4683";;;;;;;;"0";;;;;"14,6341";"83,3333";;;
"1724";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Chlebnice 134";"Chlebnice";"02755";;;;;;;;;"52,4";"51,8";;;"87,5";"100";"74,5187";;;;;;;;"0";;;;;"8,72093";"80";;;
"1726";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Školská è. 143";"Istebné";"02753";;;;;;;;;"54,2";"41,9";;;;;;;;;;;;;"0";;;;;"10";"25";;;
"1727";"ilinskı";"Dolnı Kubín";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Krivá è. 136";"Krivá";"02755";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"10";"33,3333";;;
"1728";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Malatiná 70";"Malatiná";"02601";;;;;;;;;"50,3";"38,6";;;"97,6378";"86,4865";"80,2752";;;;;;;;"0";;;;;"12,3711";"91,6667";;;
"1729";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oravskı Podzámok è. 36";"Oravskı Podzámok";"02741";;;;;;;;;"66,3";"60,8";;;"89,7727";"80";"71,2878";;;;;;;;"0";;;;;"7,92683";"92,3077";;;
"1731";"ilinskı";"Dolnı Kubín";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pucov 112";"Pucov";"02601";;;;;;;;;;;;;"85,0693";"81,5104";"86,0516";;;;;;;;"0";;;;;"15,9091";"57,1429";;;
"1733";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Stred 122";"Zázrivá";"02705";;;;;;;;;"61,6";"61,6";;;"85,5942";"78,9062";"84,4412";;;;;;;;"0";;;;;"8,69565";"80";;;
"1734";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"aškov 219";"aškov";"02721";;;;;;;;;"60,4";"58,6";;;"81,0785";"74,2188";"82,9583";;;;;;;;"0";;;;;"11,8519";"56,25";;;
"1735";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hornı Vadièov 277";"Hornı Vadièov";"02345";;;;;;;;;"56,4";"48,9";;;"98,7952";"95";"75,3981";;;;;;;;"0";;;;;"7,52688";"21,4286";;;
"1736";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Clementisova ulica è.616";"Kysucké Nové Mesto";"02401";;;;;;;;;"67,8";"69,5";;;"100";"84,7222";"81,6596";;;;;;;;"0";;;;;"7,40741";"44,1176";;;
"1737";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Dolinskı potok è.1114";"Kysucké Nové Mesto";"02401";;;;;;;;;"73,5";"67";;;"89,8194";"84,8958";"92,0531";;;;;;;;"0";;;;;"8,07453";"46,1538";;;
"1738";"ilinskı";"Kysucké Nové Mesto";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Komenského 1357";"Kysucké Nové Mesto";"02404";"75,1";"62,2";;;;"72";;"73,6";;;;;;;;;;;;;;;"0";;;;;"8,97436";"80,9524";;;
"1739";"ilinskı";"Kysucké Nové Mesto";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Lipová 622";"Kysucké Nové Mesto";"02401";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"23,5294";"25";;;
"1740";"ilinskı";"Kysucké Nové Mesto";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Lipová 622";"Kysucké Nové Mesto";"02401";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"23,0769";;;;
"1741";"ilinskı";"Kysucké Nové Mesto";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište inter.";"Murgašova 580";"Kysucké Nové Mesto";"02401";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"26,6667";"21,4286";;;
"1742";"ilinskı";"Kysucké Nové Mesto";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Spojená škola-SPŠ";"Nábrená 1325";"Kysucké Nové Mesto";"02401";"56,3";"49,7";;;"69,6";;"50";;;;;;;;;;;;;;;;"0,97561";;;;;"8,53659";;;;
"1743";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábrená ulica è.845";"Kysucké Nové Mesto";"02401";;;;;;;;;"61,9";"64,7";;;"97,6378";"82,4324";"70,5";;;;;;;;"0";;;;;"7,40741";"56,8182";;;
"1744";"ilinskı";"Kysucké Nové Mesto";"Samosprávny kraj";"SOŠ strojnícka";"Slovenskı";"Stredná odborná škola";"SOŠ strojnícka";"Športová 1326";"Kysucké Nové Mesto";"02401";"51,8";"45";;;"67,9";;"53,3";;;;;;;;;;;;;;;;"1,10497";;;;;"10,6814";"56,8966";;;
"1745";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova ulica è.467";"Kysucké Nové Mesto";"02401";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,35707";;;;
"1746";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kysuckı Lieskovec 208";"Kysuckı Lieskovec";"02334";;;;;;;;;"64";"63,4";;;;;;;;;;;;;"0";;;;;"7,80142";"40,9091";;;
"1747";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Kysuckı Lieskovec 309";"Kysuckı Lieskovec";"02334";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,80349";;;;
"1748";"ilinskı";"Kysucké Nové Mesto";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lodno 67";"Lodno";"02334";;;;;;;;;;;;;"87,8177";"83,0729";"89,5893";;;;;;;;"0";;;;;"9,61539";"40";;;
"1749";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nesluša 837";"Nesluša";"02341";;;;;;;;;"57";"60,9";;;"84,5528";"87,3239";"77,4263";;;;;;;;"0";;;;;"8,18966";"73,6842";;;
"1750";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Horná 19";"Ochodnica";"02335";;;;;;;;;"65,6";"51,1";;;"87,8049";"82,1918";"74,5596";;;;;;;;"0";;;;;"7,97872";"93,3333";;;
"1751";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Povina 323";"Povina";"02333";;;;;;;;;"79,3";"70";;;"77,2358";"82,8571";"73,4568";;;;;;;;"0";;;;;"15,1163";"69,2308";;;
"1752";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rado¾a 326";"Rado¾a";"02336";;;;;;;;;"62,9";"57";;;;;;;;;;;;;"0";;;;;;;;;
"1753";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rudina 443";"Rudina";"02331";;;;;;;;;"66";"63,4";;;"93,9759";"87,5";"77,1756";;;;;;;;"0";;;;;"9,94152";"76,4706";;;
"1754";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rudinská 115";"Rudinská";"02331";;;;;;;;;"69";"63,1";;;"80,7112";"75,7812";"87,2976";;;;;;;;"0";;;;;"13,2353";"77,7778";;;
"1755";"ilinskı";"Kysucké Nové Mesto";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Snenica 218";"Snenica";"02332";;;;;;;;;"67,7";"65,7";;;"75,2066";"82,1918";"71,578";;;;;;;;"0";;;;;;;;;
"1756";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bobrovec 490";"Bobrovec";"03221";;;;;;;;;"55,1";"65,4";;;"100";"97,96";"72,39";;;;;;;;"0";;;;;"8,37004";"73,6842";;;
"1757";"ilinskı";"Liptovskı Mikuláš";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dúbrava 464";"Dúbrava";"03212";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"13,5135";"80";;;
"1759";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hybe 140";"Hybe";"03231";;;;;;;;;;;;;"95,0413";"94,5205";"85,3787";;;;;;;;"0";;;;;;;;;
"1760";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"ZŠ pre iakov s naruš.";"Jamník 42";"Jamník";"03301";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,4835";"80";;;
"1762";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kvaèany 227";"Kvaèany";"03223";;;;;;;;;"56,3";"46,8";;;"97,78";"97,96";"83,8";;;;;;;;"0";;;;;"11,8012";"21,0526";;;
"1763";"ilinskı";"Liptovskı Mikuláš";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Liptovská Kokava 391";"Liptovská Kokava";"03244";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"21,0526";"75";;;
"1764";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Celiny 536";"Liptovskı Hrádok";"03315";"53,4";"30,3";;;"63,5";;;;;;;;"67,82";"95,31";"66,58";;;;;;;;"2,3622";;;;;"9,25197";"53,1915";;;
"1765";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Hradná 23";"Liptovskı Hrádok";"03301";"69,7";"42,4";;;;"65,1";;;;;;;;;;;;;;;;;"2,9703";;;;;"10,8911";"72,7273";;;
"1766";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Hradná 336";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20,4545";;;;
"1767";"ilinskı";"Liptovskı Mikuláš";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Hradná 336";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;;;;;
"1768";"ilinskı";"Liptovskı Mikuláš";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Hradná 340";"Liptovskı Hrádok";"03301";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,41989";;;;
"1769";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hradná 342";"Liptovskı Hrádok";"03301";;;;;;;;;"61,7";"58,7";;;;;;;;;;;;;"1,92678";;;;;"6,93642";"88,8889";;;
"1770";"ilinskı";"Liptovskı Mikuláš";"Samosprávny kraj";"SOŠ lesnícka";"Slovenskı";"Stredná odborná škola";"SOŠ lesnícka J.D.M.";"Hradná 534";"Liptovskı Hrádok";"03301";"52";;;;"54,7";;"41,3";;;;;;;;;;;;;;;;"4";;;;;"12,8";"21,875";;;
"1771";"ilinskı";"Liptovskı Mikuláš";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"J. D. Matejovie 539";"Liptovskı Hrádok";"03301";;;;;;;;;"55";"42,5";;;"84,5528";"90";"76,6269";;;;;;;;"0";;;;;"8,64553";"66,6667";;;
