"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"celkove_hodnotenie";"maturity";"testovanie9";"matematika";"vyucovaci_jazyk";"cudzie_jazyky";"mimoriadne_vysledky";"nezamestnanost_absolventov";"vysledky_inspekcie";"ucasti_na_sutaziach";"prijimanie_na_VS";"pedagogicky_zbor";"financne_zdroje"
"1307";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Golianovo 60";"Golianovo";"95108";"6,16400527954102";;"7,70880432128906";"7,17157897949219";"8,24602890014648";;"0";;"4,24979438781738";"0,555555582046509";;"4,39527549743652";"5,18051338195801"
"1308";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Farská ulica 20";"Horné Lefantovce";"95145";;;;;;;"0";;"7,00892868041992";"0,555555582046509";;"8,25404663085937";"3,78813285827637"
"1309";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Novozámocká 300";"Ivanka pri Nitre";"95112";"6,3200855255127";;"7,87709732055664";"8,24129104614258";"7,5129035949707";;"0";;"5,5165958404541";"0,555555582046509";;"2,99640026092529";"5,50939559936523"
"1310";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská ulica 16";"Jarok";"95148";"6,82742614746094";;"8,71452941894531";"8,81737747192383";"8,6116813659668";;"0";;;"8,33333358764648";;"4,64206886291504";"5,35966758728027"
"1311";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Školská 330";"Jelenec";"95173";"4,88262405395508";;"4,87745628356934";"5,7424560546875";"4,01245651245117";;"2,93845520019531";;"9,66363906860352";"1,11111116409302";;"3,78489074707031";"6,3087329864502"
"1312";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jelšovce 261";"Jelšovce";"95143";;;;;;;"0";;"8,31433410644531";"0";;;
"1313";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Klasov 20";"Klasov";"95153";"5,02232971191406";;"5,7385383605957";"4,99872779846191";"6,47834930419922";;"0";;"5,27239723205566";"5,55555572509766";;"5,30299377441406";"5,18043251037598"
"1314";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Hlavná 198";"Kolíòany";"95178";"5,41645698547363";;"6,76797561645508";"7,9212532043457";"5,61469764709473";;"0";;;"0";;"7,59252166748047";"5,23689384460449"
"1315";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Lehota 144";"Lehota";"95136";"5,0085693359375";;"5,85110893249512";"5,31867141723633";"6,38354644775391";;"0";;"7,09610595703125";"0,555555582046509";;"4,38790054321289";"5,48141059875488"
"1316";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 414";"Lúènica nad itavou";"95188";;;;;;;;;"9,37268371582031";"0";;;
"1317";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 191";"Lukáèovce";"95123";;;;;;;"0";;"9,49076461791992";"0";;"3,60033378601074";
"1319";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sasinkova 1";"Luianky";"95141";"5,16597633361816";;"7,34255218505859";"7,3946533203125";"7,29045028686523";;"0";;"3,99614906311035";"0";;"8,40537719726563";"4,33161735534668"
"1321";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Mojmírovce 1791";"Mojmírovce";"95115";;;;;;;"0,999218368530273";"2,24500865936279";;"0";;"6,69881362915039";"0,113804030418396"
"1322";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Mojmírovce 897";"Mojmírovce";"95115";;;;;;;;;;;;;
"1323";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 8";"Mojmírovce";"95115";"5,50526275634766";;"7,31129760742188";"6,67748947143555";"7,94510650634766";;"0";;"7,97201461791992";"0,555555582046509";;"1,74852619171143";"6,72713623046875"
"1324";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ knieaa Pribinu";"Andreja Šulgana 1";"Nitra";"94901";"7,30285186767578";;"8,28662261962891";"7,90960464477539";"8,66364135742188";;"1,99305458068848";;"7,78394317626953";"9,44444427490234";;"2,96531772613525";"7,34345092773438"
"1325";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Beethovenova 1";"Nitra";"94911";"6,83204727172852";;"8,4403678894043";"8,45041580200195";"8,43031997680664";;"0";;"6,89935684204102";"2,22222232818604";;"2,62278499603271";"7,11742401123047"
"1327";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Benkova 34";"Nitra";"94901";"6,82061386108398";;"7,94894561767578";"7,75819473266602";"8,13969573974609";;"1,29128904342651";;;"3,33333320617676";;"4,11797790527344";"6,8674186706543"
"1328";"Nitriansky";"Nitra";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Boleèkova 2";"Nitra";"95050";"6,61961441040039";"8,32731857299805";;"2,652024269104";"9,17489318847656";"7,51854095458984";"1,04122457504272";"6,36912956237793";;"5";"8,88889007568359";"1,9490514755249";"5,98020362854004"
"1329";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Cabajská 2";"Nitra";"94901";"6,60366287231445";;"8,26031951904297";"7,47696533203125";"9,04367446899414";;"0,309663009643555";;"8,32023391723633";"0";;"3,9622802734375";"7,05532150268555"
"1330";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Cabajská 4";"Nitra";"95050";"6,83578720092773";"7,91512985229492";;"5,27966461181641";"8,05310821533203";"8,12788925170898";"1,26281766891479";"7,08690643310547";;"10";"9,70297012329102";"2,24493389129639";"5,78126792907715"
"1331";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ potravinárska";"Slovenskı";"Stredná odborná škola";"SOŠ potravinárska";"Cabajská 6";"Nitra";"94901";"4,32902565002441";"2,7439136505127";;"0";"1,5572286605835";"3,94331321716309";"0";"6,46292037963867";"3,53647651672363";"0";"3,08409729003906";"2,45138530731201";"4,8370246887207"
"1332";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Cintorínska 4";"Nitra";"95050";"3,17528114318848";"3,48321342468262";;"0";"3,45836639404297";"3,50874099731445";"2,86288299560547";"2,99141502380371";"3,38812866210937";"10";"3,80166015625";"3,11256294250488";"5,07473030090332"
"1333";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠI - Praktická škola";"Èerveòova 42";"Nitra";"94901";;;;;;;"0";"10";;"0";;"4,47494430541992";
"1334";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;
"1335";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;
"1337";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá 78";"Nitra";"94901";"7,41491317749023";;"9,39698028564453";"8,88357849121094";"9,91038208007813";;"0";;"3,52220039367676";"8,88888931274414";;"5,38260688781738";"5,00522193908691"
"1338";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Stredná odb. škola vet.";"Draovská 14";"Nitra";"95012";"4,80377883911133";"6,70359573364258";;"0";"7,03694152832031";"6,34850997924805";"5,62016639709473";"3,12064743041992";;"0";"7,34995422363281";"3,24283027648926";"4,65485038757324"
"1339";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ krá¾a Svätopluka";"Draovská 6";"Nitra";"94901";"6,70845260620117";;"7,21892395019531";"7,62929916381836";"6,80854949951172";;"1,97396144866943";;"7,06422958374023";"1,11111116409302";;"3,73792343139648";"6,89802932739258"
"1340";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ïurkova 18";"Nitra";"94901";;;;;;;;;;;;;
"1341";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Dvorèanská 629";"Nitra";"94905";"3,94834251403809";"2,63588886260986";;"4,43373489379883";"1,88298263549805";"3,46642723083496";"0";"5,78797378540039";;"10";;"3,02698287963867";"4,3589038848877"
"1342";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"SKŠ-Gymnázium sv.C.a M.";"Farská 19";"Nitra";"94901";"6,33030967712402";"6,69401321411133";;"7,15895462036133";"7,14966201782227";"6,12618522644043";"1,46557760238647";"8,37626037597656";;"5";"9,01781768798828";"2,84023151397705";"3,8829475402832"
"1343";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdravot. škola";"Farská 23";"Nitra";"95050";"7,25140609741211";"7,31298065185547";;"0";"7,49497680664062";"7,13098526000977";"1,85876197814941";"8,2806755065918";"7,21853942871094";"0";"5,25744018554687";"4,65209083557129";"4,79953651428223"
"1344";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"SKŠ-ZŠ sv. Svorada a B.";"Farská 43";"Nitra";"94901";"7,23706512451172";;"8,7284423828125";"8,49852447509766";"8,95835952758789";;"0";;"4,84040412902832";"6,11111106872559";;"2,54224891662598";
"1345";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Fatranská 14";"Nitra";"94901";"6,95361404418945";;"8,19268341064453";"7,72854919433594";"8,65681686401367";;"0,843710327148438";;"7,23716888427734";"6,11111106872559";;"2,29647274017334";"7,36242828369141"
"1346";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stredná priem. škola";"Fraòa Krá¾a 20";"Nitra";"94901";"6,76643524169922";"7,73276062011719";;"6,04556427001953";"7,22349700927734";"8,41998748779297";"4,26076698303223";"6,49450912475586";;"10";"9,19760437011719";"3,26490097045898";"5,46829376220703"
"1347";"Nitriansky";"Nitra";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Golianova 68";"Nitra";"94901";"6,93265914916992";"7,37438735961914";;"5,95130157470703";"7,83572616577148";"7,43816528320312";"5,21153221130371";"6,9051872253418";"8,01910095214844";"10";"7,01131210327148";"2,42954921722412";"6,88349685668945"
"1348";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krèméryho 2";"Nitra";"94901";"1,42573413848877";;"1,65590476989746";"1,37946281433105";"1,93234691619873";;"0";;"2,6871452331543";"0";;"4,07432708740234";"7,62555389404297"
"1349";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr. ZUŠ H. Madariovej";"Krèméryho 2";"Nitra";"94901";;;;;;;;;;;;;
"1350";"Nitriansky";"Nitra";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkr. konzervatórium";"Krèméryho 2";"Nitra";"94901";;;;;;;;;;;;;
"1351";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Levická 40";"Nitra";"95003";"2,00892524719238";"3,75922813415527";;"0";"3,47898788452148";"4,05464401245117";"1,84853420257568";"0,640761137008667";;"5";;"2,58835220336914";"5,37037086486816"
"1352";"Nitriansky";"Nitra";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ ANIMUS";"Levická cesta 40";"Nitra";"94901";"3,12353630065918";"4,22109489440918";;"4,23334617614746";"3,34876518249512";"5,18072471618652";"0";"2,87019653320313";;"5";"6,55146560668945";"2,59759731292725";"6,7017219543457"
"1353";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;
"1354";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;
"1355";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ŠZŠ t.p.";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;
"1356";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Na Hôrke 30";"Nitra";"94911";"6,44409484863281";;"7,97051544189453";"7,60172653198242";"8,33736343383789";;"0";;"8,79352798461914";"4,44444465637207";;"3,53769226074219";"7,35400772094727"
"1357";"Nitriansky";"Nitra";"Súkromník";"ZŠ pre iakov s naruš.komunik.";"Slovenskı";"Špeciálna základná škola";"Súkr.ZŠ pre iak.s ch.r";"Na Hôrke 30";"Nitra";"94911";;;;;;;;;;;;;
"1358";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Nábreie mládee 1";"Nitra";"95028";"2,78465023040771";"3,69005126953125";;"0";"3,1050329208374";"4,27506942749023";"1,44264221191406";"2,32873096466064";;"0";;"3,06521663665771";"4,39896659851074"
"1359";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábreie mládee 5";"Nitra";"94901";"7,31699752807617";;"7,89220428466797";"7,51851348876953";"8,26589431762695";;"4,05583801269531";;"8,86905746459961";"10";;"3,2667179107666";"7,55291290283203"
"1360";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Novozámocká 129";"Nitra";"94905";"3,0035177230835";;"3,97339286804199";"3,26656188964844";"4,68022384643555";;"0";;;"0";;"4,63594627380371";"7,36424407958984"
"1361";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Španielsky bil.";"Gymnázium";"Gymnázium";"Párovská 1";"Nitra";"95050";"6,97652053833008";"7,99487152099609";;"6,46040191650391";"8,55966491699219";"7,88290710449219";"2,58185386657715";"7,16927947998047";;"10";"7,04734268188477";"1,77377281188965";"7,25226669311523"
"1362";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Marka";"Petzwalova 1";"Nitra";"94911";"7,43547058105469";;"8,52547454833984";"8,00374298095703";"9,0472053527832";;"2,22993297576904";;"5,68432884216309";"0,555555582046509";;"3,84630851745605";"6,50868072509766"
"1363";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Piaristická 2";"Nitra";"94901";;;;;;;;;;;;;
"1364";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Piaristické gymnázium";"Piaristická 6";"Nitra";"94901";"5,01271781921387";"4,75788116455078";;"5,53819770812988";"4,67789459228516";"4,70068473815918";"1,35909767150879";"7,81649780273438";"5,20483283996582";"10";"9,01081237792969";"3,67466621398926";"7,23131637573242"
"1365";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sèasného 22";"Nitra";"94901";"2,64419403076172";;"2,79126014709473";"3,21909027099609";"2,36343002319336";;"0";;"2,44980430603027";"1,11111116409302";;"5,58086547851562";"6,2262393951416"
"1366";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ potravinárska";"Slovenskı";"Stredná odborná škola";"Spojená školaSPŠP.HA.ŠG";"Slanèíkovej 2";"Nitra";"95050";"8,38430633544922";"7,70485153198242";;"7,26312942504883";"9,57771759033203";"5,76898918151855";"9,34822082519531";"8,73508682250977";"7,19825134277344";"5";;"2,39717693328857";"5,56224479675293"
"1367";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Škultétyho 1";"Nitra";"94911";"6,23092308044434";;"8,01772308349609";"7,82455749511719";"8,21088943481445";;"0";;"7,52224273681641";"8,33333358764648";;"2,70824356079102";"8,60606994628906"
"1368";"Nitriansky";"Nitra";"Súkromník";"Stredná umelecká škola";"Slovenskı";"Stredná odborná škola";"Súkr.stred.umelec.škola";"Škultétyho ul. 1";"Nitra";"94911";"5,91497192382812";"8,44810562133789";;"0";"7,83608856201172";"9,09778518676758";"0";"5,07145919799805";;"0";;"6,73684921264648";"3,84056854248047"
"1369";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZÁKL. ŠKOLA s MŠ pri ZZ";"Špitálska 6";"Nitra";"94901";;;;;;;;;;;;;
"1370";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Topo¾ová 8";"Nitra";"94901";"7,46055221557617";;"7,80572509765625";"7,60120849609375";"8,01024169921875";;"4,05115203857422";;"6,72126998901367";"6,11111106872559";;"3,57683563232422";"6,73184585571289"
"1371";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tulipánová 1";"Nitra";"94901";"5,28714065551758";;"5,86985359191894";"5,87412109375";"5,86558609008789";;"0,475588893890381";;"3,93364105224609";"1,66666660308838";;"2,6763147354126";"7,05181884765625"
"1372";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Vajanského 1";"Nitra";"94901";;;;;;;;;;;;;
"1373";"Nitriansky";"Nitra";"Obèianske zdruenia";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"upné námestie 3";"Nitra";"94911";;;;;;;;;;;;;
"1374";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri LVS";"Pri kaštieli 1";"Nitra";"94901";;;;;;;;;;;;;
"1375";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jelenecká 72";"Nitrianske Hrnèiarovce";"95101";"5,30965881347656";;"6,13137893676758";"5,32492256164551";"6,93783569335938";;"0";;"3,85117568969727";"0,555555582046509";;"5,27984046936035";"5,07385940551758"
"1376";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı - maïarskı ";"Špeciálna stredná škola";"Odborné uèilište int.";"Nová Ves nad itavou 68";"Nová Ves nad itavou";"95151";;;;;;;"8,60287933349609";"2,45398769378662";;"0";;"5,60928039550781";"0,0898207128047943"
"1377";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Partizánska 362";"Nová Ves nad itavou";"95151";"5,61336936950684";;"6,79095458984375";"6,77237014770508";"6,80953903198242";;"2,03045692443848";;"4,4097843170166";"5,55555572509766";;"8,13916015625";"4,99755706787109"
"1378";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nové Sady 176";"Nové Sady";"95124";"5,69663543701172";;"6,87061157226563";"6,42274856567383";"7,31847534179687";;"0";;"4,72117156982422";"2,77777767181396";;"5,01766014099121";"5,96849212646484"
"1379";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podhorany-Sokolníky 8";"Podhorany";"95146";"4,82657928466797";;"5,20173492431641";"5,48266372680664";"4,9208065032959";;"0";;"5,06437454223633";"1,66666660308838";;"8,59058990478516";"4,81818580627441"
"1380";"Nitriansky";"Nitra";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Pohranice 245";"Pohranice";"95102";;;;;;;"0";;"7,48160247802734";"0";;"7,88721008300781";"3,73762474060059"
"1381";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pohranice 444";"Pohranice";"95102";;;;;;;"0";;;"0";;"8,91187744140625";
"1382";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Mojmírovská 70";"Po¾nı Kesov";"95114";;;;;;;;;;;;;
"1383";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Mojmírovská 70";"Po¾nı Kesov";"95114";;;;;;;;;;;;;
"1384";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Po¾nı Kesov 69";"Po¾nı Kesov";"95114";;;;;;;"0";;;"0";;;
"1385";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rišòovce 427";"Rišòovce";"95121";"4,96210861206055";;"5,62180938720703";"5,85441627502441";"5,38920249938965";;"0";;"3,62808647155762";"1,66666660308838";;"1,69545707702637";
"1386";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rumanová 308";"Rumanová";"95137";;;;;;;"0";;"9,12433624267578";"0,555555582046509";;"9,42941131591797";"3,95700912475586"
"1387";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Svätoplukovo 37";"Svätoplukovo";"95116";;;;;;;"0";;"9,35267868041992";"0";;"8,62626190185547";"2,17636585235596"
"1389";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 851";"Ve¾ké Záluie";"95135";"5,99509582519531";;"7,53867340087891";"6,80486450195312";"8,27248153686523";;"0";;;"0,555555582046509";;"3,03871994018555";"6,8312126159668"
"1390";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Hlavná 638";"Ve¾kı Cetín";"95105";;;;;;;"0";;"6,45900726318359";"0";;"8,01001510620117";"5,11591987609863"
"1391";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ve¾kı Lapáš 499";"Ve¾kı Lapáš";"95104";"6,14925270080566";;"7,71130828857422";"6,99168853759766";"8,43092880249023";;"0";;"8,02039413452149";"7,77777786254883";;"5,26781883239746";"5,34187202453613"
"1392";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Vinodol";"95106";"4,03150444030762";;"5,73683090209961";"5,22681350708008";"6,24684867858887";;"0";;;"0,555555582046509";;"4,17578964233398";"5,38937072753906"
"1393";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 1";"Vráble";"95201";;;;;;;;;;;;;
"1395";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Levická 903";"Vráble";"95201";"5,13453025817871";;"6,12400703430176";"6,50062026977539";"5,74739379882813";;"0,517338132858276";;;"1,11111116409302";;"2,89551963806152";"7,12730178833008"
"1396";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Vojtecha";"Levická 903";"Vráble";"95201";"6,73928985595703";;"7,219091796875";"7,12528915405273";"7,31289367675781";;"4,05163841247559";;;"0,555555582046509";;"5,69542427062988";"5,45019264221191"
"1397";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Nám. kpt. Nálepku 613";"Vráble";"95201";;;;;;;;;;;;;
"1398";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Nám. kpt. Nálepku 613";"Vráble";"95201";;;;;;;;;;;;;
"1399";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sídlisko Lúky 1226";"Vráble";"95201";"6,81240692138672";;"7,22375335693359";"7,31985168457031";"7,12765579223633";;"4,34390029907227";;;"1,66666660308838";;"2,50612964630127";"6,68371505737305"
"1400";"Nitriansky";"Nitra";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Školská 26";"Vráble";"95280";"5,91410789489746";"6,34545936584473";;"4,80067291259766";"7,8743408203125";"5,14092063903809";"2,33327751159668";"7,02736206054688";;"5";"10";"2,21946048736572";"6,98304443359375"
"1401";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Ul. 1. mája 500";"Vráble";"95201";"5,58531112670898";"5,41074371337891";;"0";"5,40625419616699";"5,41541900634766";"0,503130674362183";"6,74140090942383";"4,60059280395508";"5";;"2,86078548431396";"4,25986976623535"
